"Week","REGION","LINEAGE2","count","total","collection_date","collection_date_num","prop"
5,"London","B.1.617.2",0,1500,2021-01-25,18652.5,0
6,"London","B.1.617.2",0,509,2021-02-01,18659.5,0
7,"London","B.1.617.2",0,672,2021-02-08,18666.5,0
8,"London","B.1.617.2",0,902,2021-02-15,18673.5,0
9,"London","B.1.617.2",0,584,2021-02-22,18680.5,0
10,"London","B.1.617.2",0,646,2021-03-01,18687.5,0
11,"London","B.1.617.2",0,585,2021-03-08,18694.5,0
12,"London","B.1.617.2",0,515,2021-03-15,18701.5,0
13,"London","B.1.617.2",0,647,2021-03-22,18708.5,0
14,"London","B.1.617.2",0,438,2021-03-29,18715.5,0
15,"London","B.1.617.2",7,351,2021-04-05,18722.5,0.0199430199430199
16,"London","B.1.617.2",15,323,2021-04-12,18729.5,0.0464396284829721
17,"London","B.1.617.2",43,360,2021-04-19,18736.5,0.119444444444444
18,"London","B.1.617.2",86,298,2021-04-26,18743.5,0.288590604026846
19,"London","B.1.617.2",160,389,2021-05-03,18750.5,0.411311053984576
20,"London","B.1.617.2",219,473,2021-05-10,18757.5,0.463002114164905
21,"London","B.1.617.2",425,653,2021-05-17,18764.5,0.650842266462481
22,"London","B.1.617.2",653,840,2021-05-24,18771.5,0.777380952380952
1,"North West","B.1.617.2",0,773,2020-12-28,18624.5,0
2,"North West","B.1.617.2",0,1559,2021-01-04,18631.5,0
3,"North West","B.1.617.2",0,3522,2021-01-11,18638.5,0
4,"North West","B.1.617.2",0,3310,2021-01-18,18645.5,0
5,"North West","B.1.617.2",0,4832,2021-01-25,18652.5,0
6,"North West","B.1.617.2",0,1063,2021-02-01,18659.5,0
7,"North West","B.1.617.2",0,1929,2021-02-08,18666.5,0
8,"North West","B.1.617.2",0,2496,2021-02-15,18673.5,0
9,"North West","B.1.617.2",0,1883,2021-02-22,18680.5,0
10,"North West","B.1.617.2",0,1710,2021-03-01,18687.5,0
11,"North West","B.1.617.2",0,1406,2021-03-08,18694.5,0
12,"North West","B.1.617.2",0,2025,2021-03-15,18701.5,0
13,"North West","B.1.617.2",0,2704,2021-03-22,18708.5,0
14,"North West","B.1.617.2",0,1777,2021-03-29,18715.5,0
15,"North West","B.1.617.2",2,891,2021-04-05,18722.5,0.00224466891133558
16,"North West","B.1.617.2",16,768,2021-04-12,18729.5,0.0208333333333333
17,"North West","B.1.617.2",52,871,2021-04-19,18736.5,0.0597014925373134
18,"North West","B.1.617.2",235,1119,2021-04-26,18743.5,0.210008936550492
19,"North West","B.1.617.2",757,1588,2021-05-03,18750.5,0.476700251889169
20,"North West","B.1.617.2",1231,1944,2021-05-10,18757.5,0.633230452674897
21,"North West","B.1.617.2",2352,2912,2021-05-17,18764.5,0.807692307692308
22,"North West","B.1.617.2",3436,3895,2021-05-24,18771.5,0.882156611039795
1,"South West","B.1.617.2",0,127,2020-12-28,18624.5,0
2,"South West","B.1.617.2",0,259,2021-01-04,18631.5,0
3,"South West","B.1.617.2",0,468,2021-01-11,18638.5,0
4,"South West","B.1.617.2",0,258,2021-01-18,18645.5,0
5,"South West","B.1.617.2",0,279,2021-01-25,18652.5,0
6,"South West","B.1.617.2",0,92,2021-02-01,18659.5,0
7,"South West","B.1.617.2",0,197,2021-02-08,18666.5,0
8,"South West","B.1.617.2",0,272,2021-02-15,18673.5,0
9,"South West","B.1.617.2",0,190,2021-02-22,18680.5,0
10,"South West","B.1.617.2",0,209,2021-03-01,18687.5,0
11,"South West","B.1.617.2",0,140,2021-03-08,18694.5,0
12,"South West","B.1.617.2",0,103,2021-03-15,18701.5,0
13,"South West","B.1.617.2",0,150,2021-03-22,18708.5,0
14,"South West","B.1.617.2",0,100,2021-03-29,18715.5,0
15,"South West","B.1.617.2",2,93,2021-04-05,18722.5,0.021505376344086
16,"South West","B.1.617.2",0,47,2021-04-12,18729.5,0
17,"South West","B.1.617.2",0,32,2021-04-19,18736.5,0
18,"South West","B.1.617.2",3,30,2021-04-26,18743.5,0.1
19,"South West","B.1.617.2",7,20,2021-05-03,18750.5,0.35
20,"South West","B.1.617.2",23,57,2021-05-10,18757.5,0.403508771929825
21,"South West","B.1.617.2",57,135,2021-05-17,18764.5,0.422222222222222
22,"South West","B.1.617.2",118,162,2021-05-24,18771.5,0.728395061728395
1,"South East","B.1.617.2",0,863,2020-12-28,18624.5,0
2,"South East","B.1.617.2",0,951,2021-01-04,18631.5,0
3,"South East","B.1.617.2",0,852,2021-01-11,18638.5,0
4,"South East","B.1.617.2",0,851,2021-01-18,18645.5,0
5,"South East","B.1.617.2",0,1069,2021-01-25,18652.5,0
6,"South East","B.1.617.2",0,273,2021-02-01,18659.5,0
7,"South East","B.1.617.2",0,597,2021-02-08,18666.5,0
8,"South East","B.1.617.2",0,828,2021-02-15,18673.5,0
9,"South East","B.1.617.2",0,526,2021-02-22,18680.5,0
10,"South East","B.1.617.2",0,704,2021-03-01,18687.5,0
11,"South East","B.1.617.2",0,699,2021-03-08,18694.5,0
12,"South East","B.1.617.2",0,484,2021-03-15,18701.5,0
13,"South East","B.1.617.2",0,554,2021-03-22,18708.5,0
14,"South East","B.1.617.2",0,326,2021-03-29,18715.5,0
15,"South East","B.1.617.2",0,387,2021-04-05,18722.5,0
16,"South East","B.1.617.2",6,324,2021-04-12,18729.5,0.0185185185185185
17,"South East","B.1.617.2",11,262,2021-04-19,18736.5,0.0419847328244275
18,"South East","B.1.617.2",28,218,2021-04-26,18743.5,0.128440366972477
19,"South East","B.1.617.2",46,234,2021-05-03,18750.5,0.196581196581197
20,"South East","B.1.617.2",92,241,2021-05-10,18757.5,0.381742738589212
21,"South East","B.1.617.2",174,288,2021-05-17,18764.5,0.604166666666667
22,"South East","B.1.617.2",457,587,2021-05-24,18771.5,0.778534923339012
1,"East of England","B.1.617.2",0,584,2020-12-28,18624.5,0
2,"East of England","B.1.617.2",0,705,2021-01-04,18631.5,0
3,"East of England","B.1.617.2",0,737,2021-01-11,18638.5,0
4,"East of England","B.1.617.2",0,723,2021-01-18,18645.5,0
5,"East of England","B.1.617.2",0,706,2021-01-25,18652.5,0
6,"East of England","B.1.617.2",0,326,2021-02-01,18659.5,0
7,"East of England","B.1.617.2",0,604,2021-02-08,18666.5,0
8,"East of England","B.1.617.2",0,865,2021-02-15,18673.5,0
9,"East of England","B.1.617.2",0,437,2021-02-22,18680.5,0
10,"East of England","B.1.617.2",0,619,2021-03-01,18687.5,0
11,"East of England","B.1.617.2",0,806,2021-03-08,18694.5,0
12,"East of England","B.1.617.2",0,784,2021-03-15,18701.5,0
13,"East of England","B.1.617.2",0,968,2021-03-22,18708.5,0
14,"East of England","B.1.617.2",0,463,2021-03-29,18715.5,0
15,"East of England","B.1.617.2",0,368,2021-04-05,18722.5,0
16,"East of England","B.1.617.2",5,340,2021-04-12,18729.5,0.0147058823529412
17,"East of England","B.1.617.2",21,415,2021-04-19,18736.5,0.0506024096385542
18,"East of England","B.1.617.2",57,447,2021-04-26,18743.5,0.12751677852349
19,"East of England","B.1.617.2",129,506,2021-05-03,18750.5,0.254940711462451
20,"East of England","B.1.617.2",236,540,2021-05-10,18757.5,0.437037037037037
21,"East of England","B.1.617.2",506,757,2021-05-17,18764.5,0.668428005284016
22,"East of England","B.1.617.2",491,643,2021-05-24,18771.5,0.763608087091757
1,"East Midlands","B.1.617.2",0,85,2020-12-28,18624.5,0
2,"East Midlands","B.1.617.2",0,283,2021-01-04,18631.5,0
3,"East Midlands","B.1.617.2",0,300,2021-01-11,18638.5,0
4,"East Midlands","B.1.617.2",0,401,2021-01-18,18645.5,0
5,"East Midlands","B.1.617.2",0,548,2021-01-25,18652.5,0
6,"East Midlands","B.1.617.2",0,219,2021-02-01,18659.5,0
7,"East Midlands","B.1.617.2",0,516,2021-02-08,18666.5,0
8,"East Midlands","B.1.617.2",0,631,2021-02-15,18673.5,0
9,"East Midlands","B.1.617.2",0,486,2021-02-22,18680.5,0
10,"East Midlands","B.1.617.2",0,662,2021-03-01,18687.5,0
11,"East Midlands","B.1.617.2",0,976,2021-03-08,18694.5,0
12,"East Midlands","B.1.617.2",0,1337,2021-03-15,18701.5,0
13,"East Midlands","B.1.617.2",0,1836,2021-03-22,18708.5,0
14,"East Midlands","B.1.617.2",1,1135,2021-03-29,18715.5,0.000881057268722467
15,"East Midlands","B.1.617.2",3,712,2021-04-05,18722.5,0.00421348314606742
16,"East Midlands","B.1.617.2",4,588,2021-04-12,18729.5,0.00680272108843537
17,"East Midlands","B.1.617.2",34,624,2021-04-19,18736.5,0.0544871794871795
18,"East Midlands","B.1.617.2",53,584,2021-04-26,18743.5,0.0907534246575342
19,"East Midlands","B.1.617.2",138,829,2021-05-03,18750.5,0.166465621230398
20,"East Midlands","B.1.617.2",197,681,2021-05-10,18757.5,0.28928046989721
21,"East Midlands","B.1.617.2",311,637,2021-05-17,18764.5,0.488226059654631
22,"East Midlands","B.1.617.2",427,642,2021-05-24,18771.5,0.665109034267913
1,"West Midlands","B.1.617.2",0,505,2020-12-28,18624.5,0
2,"West Midlands","B.1.617.2",0,884,2021-01-04,18631.5,0
3,"West Midlands","B.1.617.2",0,932,2021-01-11,18638.5,0
4,"West Midlands","B.1.617.2",0,1041,2021-01-18,18645.5,0
5,"West Midlands","B.1.617.2",0,1283,2021-01-25,18652.5,0
6,"West Midlands","B.1.617.2",0,338,2021-02-01,18659.5,0
7,"West Midlands","B.1.617.2",0,400,2021-02-08,18666.5,0
8,"West Midlands","B.1.617.2",0,608,2021-02-15,18673.5,0
9,"West Midlands","B.1.617.2",0,430,2021-02-22,18680.5,0
10,"West Midlands","B.1.617.2",0,607,2021-03-01,18687.5,0
11,"West Midlands","B.1.617.2",0,842,2021-03-08,18694.5,0
12,"West Midlands","B.1.617.2",0,1006,2021-03-15,18701.5,0
13,"West Midlands","B.1.617.2",0,1214,2021-03-22,18708.5,0
14,"West Midlands","B.1.617.2",0,885,2021-03-29,18715.5,0
15,"West Midlands","B.1.617.2",0,538,2021-04-05,18722.5,0
16,"West Midlands","B.1.617.2",4,529,2021-04-12,18729.5,0.00756143667296786
17,"West Midlands","B.1.617.2",9,533,2021-04-19,18736.5,0.0168855534709193
18,"West Midlands","B.1.617.2",26,503,2021-04-26,18743.5,0.0516898608349901
19,"West Midlands","B.1.617.2",58,534,2021-05-03,18750.5,0.108614232209738
20,"West Midlands","B.1.617.2",90,445,2021-05-10,18757.5,0.202247191011236
21,"West Midlands","B.1.617.2",262,533,2021-05-17,18764.5,0.49155722326454
22,"West Midlands","B.1.617.2",533,691,2021-05-24,18771.5,0.771345875542692
1,"North East","B.1.617.2",0,263,2020-12-28,18624.5,0
2,"North East","B.1.617.2",0,322,2021-01-04,18631.5,0
3,"North East","B.1.617.2",0,233,2021-01-11,18638.5,0
4,"North East","B.1.617.2",0,752,2021-01-18,18645.5,0
5,"North East","B.1.617.2",0,462,2021-01-25,18652.5,0
6,"North East","B.1.617.2",0,174,2021-02-01,18659.5,0
7,"North East","B.1.617.2",0,206,2021-02-08,18666.5,0
8,"North East","B.1.617.2",0,1148,2021-02-15,18673.5,0
9,"North East","B.1.617.2",0,1547,2021-02-22,18680.5,0
10,"North East","B.1.617.2",0,1003,2021-03-01,18687.5,0
11,"North East","B.1.617.2",0,1416,2021-03-08,18694.5,0
12,"North East","B.1.617.2",0,1040,2021-03-15,18701.5,0
13,"North East","B.1.617.2",0,843,2021-03-22,18708.5,0
14,"North East","B.1.617.2",0,842,2021-03-29,18715.5,0
15,"North East","B.1.617.2",0,445,2021-04-05,18722.5,0
16,"North East","B.1.617.2",0,237,2021-04-12,18729.5,0
17,"North East","B.1.617.2",2,199,2021-04-19,18736.5,0.0100502512562814
18,"North East","B.1.617.2",9,192,2021-04-26,18743.5,0.046875
19,"North East","B.1.617.2",2,73,2021-05-03,18750.5,0.0273972602739726
20,"North East","B.1.617.2",6,31,2021-05-10,18757.5,0.193548387096774
21,"North East","B.1.617.2",2,7,2021-05-17,18764.5,0.285714285714286
22,"North East","B.1.617.2",69,110,2021-05-24,18771.5,0.627272727272727
1,"Yorkshire and The Humber","B.1.617.2",0,195,2020-12-28,18624.5,0
2,"Yorkshire and The Humber","B.1.617.2",0,366,2021-01-04,18631.5,0
3,"Yorkshire and The Humber","B.1.617.2",0,535,2021-01-11,18638.5,0
4,"Yorkshire and The Humber","B.1.617.2",0,858,2021-01-18,18645.5,0
5,"Yorkshire and The Humber","B.1.617.2",0,981,2021-01-25,18652.5,0
6,"Yorkshire and The Humber","B.1.617.2",0,225,2021-02-01,18659.5,0
7,"Yorkshire and The Humber","B.1.617.2",0,513,2021-02-08,18666.5,0
8,"Yorkshire and The Humber","B.1.617.2",0,1420,2021-02-15,18673.5,0
9,"Yorkshire and The Humber","B.1.617.2",0,2493,2021-02-22,18680.5,0
10,"Yorkshire and The Humber","B.1.617.2",0,2491,2021-03-01,18687.5,0
11,"Yorkshire and The Humber","B.1.617.2",0,3273,2021-03-08,18694.5,0
12,"Yorkshire and The Humber","B.1.617.2",0,3687,2021-03-15,18701.5,0
13,"Yorkshire and The Humber","B.1.617.2",0,3692,2021-03-22,18708.5,0
14,"Yorkshire and The Humber","B.1.617.2",0,2876,2021-03-29,18715.5,0
15,"Yorkshire and The Humber","B.1.617.2",1,1889,2021-04-05,18722.5,0.000529380624669137
16,"Yorkshire and The Humber","B.1.617.2",2,1700,2021-04-12,18729.5,0.00117647058823529
17,"Yorkshire and The Humber","B.1.617.2",11,1620,2021-04-19,18736.5,0.00679012345679012
18,"Yorkshire and The Humber","B.1.617.2",7,1026,2021-04-26,18743.5,0.00682261208576998
19,"Yorkshire and The Humber","B.1.617.2",12,359,2021-05-03,18750.5,0.0334261838440111
20,"Yorkshire and The Humber","B.1.617.2",17,153,2021-05-10,18757.5,0.111111111111111
21,"Yorkshire and The Humber","B.1.617.2",22,118,2021-05-17,18764.5,0.186440677966102
22,"Yorkshire and The Humber","B.1.617.2",111,287,2021-05-24,18771.5,0.386759581881533
1,"London","P.1",0,2001,2020-12-28,18624.5,0
2,"London","P.1",0,1547,2021-01-04,18631.5,0
3,"London","P.1",0,1479,2021-01-11,18638.5,0
4,"London","P.1",0,1639,2021-01-18,18645.5,0
5,"London","P.1",0,1500,2021-01-25,18652.5,0
6,"London","P.1",0,509,2021-02-01,18659.5,0
7,"London","P.1",1,672,2021-02-08,18666.5,0.00148809523809524
8,"London","P.1",0,902,2021-02-15,18673.5,0
9,"London","P.1",1,584,2021-02-22,18680.5,0.00171232876712329
10,"London","P.1",1,646,2021-03-01,18687.5,0.00154798761609907
11,"London","P.1",0,585,2021-03-08,18694.5,0
12,"London","P.1",0,515,2021-03-15,18701.5,0
13,"London","P.1",0,647,2021-03-22,18708.5,0
14,"London","P.1",0,438,2021-03-29,18715.5,0
15,"London","P.1",8,351,2021-04-05,18722.5,0.0227920227920228
16,"London","P.1",1,323,2021-04-12,18729.5,0.00309597523219814
17,"London","P.1",5,360,2021-04-19,18736.5,0.0138888888888889
18,"London","P.1",3,298,2021-04-26,18743.5,0.0100671140939597
19,"London","P.1",4,389,2021-05-03,18750.5,0.0102827763496144
20,"London","P.1",8,473,2021-05-10,18757.5,0.0169133192389006
21,"London","P.1",3,653,2021-05-17,18764.5,0.00459418070444104
22,"London","P.1",1,840,2021-05-24,18771.5,0.00119047619047619
1,"North West","P.1",0,773,2020-12-28,18624.5,0
2,"North West","P.1",0,1559,2021-01-04,18631.5,0
3,"North West","P.1",0,3522,2021-01-11,18638.5,0
4,"North West","P.1",0,3310,2021-01-18,18645.5,0
5,"North West","P.1",0,4832,2021-01-25,18652.5,0
6,"North West","P.1",0,1063,2021-02-01,18659.5,0
7,"North West","P.1",0,1929,2021-02-08,18666.5,0
8,"North West","P.1",0,2496,2021-02-15,18673.5,0
9,"North West","P.1",0,1883,2021-02-22,18680.5,0
10,"North West","P.1",0,1710,2021-03-01,18687.5,0
11,"North West","P.1",0,1406,2021-03-08,18694.5,0
12,"North West","P.1",0,2025,2021-03-15,18701.5,0
13,"North West","P.1",0,2704,2021-03-22,18708.5,0
14,"North West","P.1",0,1777,2021-03-29,18715.5,0
15,"North West","P.1",0,891,2021-04-05,18722.5,0
16,"North West","P.1",0,768,2021-04-12,18729.5,0
17,"North West","P.1",0,871,2021-04-19,18736.5,0
18,"North West","P.1",1,1119,2021-04-26,18743.5,0.000893655049151028
19,"North West","P.1",0,1588,2021-05-03,18750.5,0
20,"North West","P.1",1,1944,2021-05-10,18757.5,0.00051440329218107
21,"North West","P.1",0,2912,2021-05-17,18764.5,0
22,"North West","P.1",0,3895,2021-05-24,18771.5,0
1,"South West","P.1",0,127,2020-12-28,18624.5,0
2,"South West","P.1",0,259,2021-01-04,18631.5,0
3,"South West","P.1",0,468,2021-01-11,18638.5,0
4,"South West","P.1",0,258,2021-01-18,18645.5,0
5,"South West","P.1",0,279,2021-01-25,18652.5,0
6,"South West","P.1",0,92,2021-02-01,18659.5,0
7,"South West","P.1",0,197,2021-02-08,18666.5,0
8,"South West","P.1",2,272,2021-02-15,18673.5,0.00735294117647059
9,"South West","P.1",0,190,2021-02-22,18680.5,0
10,"South West","P.1",0,209,2021-03-01,18687.5,0
11,"South West","P.1",0,140,2021-03-08,18694.5,0
12,"South West","P.1",0,103,2021-03-15,18701.5,0
13,"South West","P.1",0,150,2021-03-22,18708.5,0
14,"South West","P.1",0,100,2021-03-29,18715.5,0
15,"South West","P.1",0,93,2021-04-05,18722.5,0
16,"South West","P.1",0,47,2021-04-12,18729.5,0
17,"South West","P.1",0,32,2021-04-19,18736.5,0
18,"South West","P.1",0,30,2021-04-26,18743.5,0
19,"South West","P.1",0,20,2021-05-03,18750.5,0
20,"South West","P.1",0,57,2021-05-10,18757.5,0
21,"South West","P.1",0,135,2021-05-17,18764.5,0
22,"South West","P.1",0,162,2021-05-24,18771.5,0
1,"South East","P.1",0,863,2020-12-28,18624.5,0
2,"South East","P.1",0,951,2021-01-04,18631.5,0
3,"South East","P.1",0,852,2021-01-11,18638.5,0
4,"South East","P.1",0,851,2021-01-18,18645.5,0
5,"South East","P.1",0,1069,2021-01-25,18652.5,0
6,"South East","P.1",0,273,2021-02-01,18659.5,0
7,"South East","P.1",0,597,2021-02-08,18666.5,0
8,"South East","P.1",0,828,2021-02-15,18673.5,0
9,"South East","P.1",0,526,2021-02-22,18680.5,0
10,"South East","P.1",0,704,2021-03-01,18687.5,0
11,"South East","P.1",0,699,2021-03-08,18694.5,0
12,"South East","P.1",0,484,2021-03-15,18701.5,0
13,"South East","P.1",0,554,2021-03-22,18708.5,0
14,"South East","P.1",0,326,2021-03-29,18715.5,0
15,"South East","P.1",0,387,2021-04-05,18722.5,0
16,"South East","P.1",6,324,2021-04-12,18729.5,0.0185185185185185
17,"South East","P.1",4,262,2021-04-19,18736.5,0.0152671755725191
18,"South East","P.1",4,218,2021-04-26,18743.5,0.018348623853211
19,"South East","P.1",1,234,2021-05-03,18750.5,0.00427350427350427
20,"South East","P.1",0,241,2021-05-10,18757.5,0
21,"South East","P.1",0,288,2021-05-17,18764.5,0
22,"South East","P.1",0,587,2021-05-24,18771.5,0
1,"East of England","P.1",0,584,2020-12-28,18624.5,0
2,"East of England","P.1",0,705,2021-01-04,18631.5,0
3,"East of England","P.1",0,737,2021-01-11,18638.5,0
4,"East of England","P.1",0,723,2021-01-18,18645.5,0
5,"East of England","P.1",0,706,2021-01-25,18652.5,0
6,"East of England","P.1",0,326,2021-02-01,18659.5,0
7,"East of England","P.1",0,604,2021-02-08,18666.5,0
8,"East of England","P.1",0,865,2021-02-15,18673.5,0
9,"East of England","P.1",0,437,2021-02-22,18680.5,0
10,"East of England","P.1",0,619,2021-03-01,18687.5,0
11,"East of England","P.1",0,806,2021-03-08,18694.5,0
12,"East of England","P.1",1,784,2021-03-15,18701.5,0.00127551020408163
13,"East of England","P.1",0,968,2021-03-22,18708.5,0
14,"East of England","P.1",0,463,2021-03-29,18715.5,0
15,"East of England","P.1",0,368,2021-04-05,18722.5,0
16,"East of England","P.1",1,340,2021-04-12,18729.5,0.00294117647058824
17,"East of England","P.1",2,415,2021-04-19,18736.5,0.00481927710843374
18,"East of England","P.1",0,447,2021-04-26,18743.5,0
19,"East of England","P.1",0,506,2021-05-03,18750.5,0
20,"East of England","P.1",0,540,2021-05-10,18757.5,0
21,"East of England","P.1",1,757,2021-05-17,18764.5,0.00132100396301189
22,"East of England","P.1",1,643,2021-05-24,18771.5,0.0015552099533437
1,"East Midlands","P.1",0,85,2020-12-28,18624.5,0
2,"East Midlands","P.1",0,283,2021-01-04,18631.5,0
3,"East Midlands","P.1",0,300,2021-01-11,18638.5,0
4,"East Midlands","P.1",0,401,2021-01-18,18645.5,0
5,"East Midlands","P.1",0,548,2021-01-25,18652.5,0
6,"East Midlands","P.1",0,219,2021-02-01,18659.5,0
7,"East Midlands","P.1",0,516,2021-02-08,18666.5,0
8,"East Midlands","P.1",0,631,2021-02-15,18673.5,0
9,"East Midlands","P.1",0,486,2021-02-22,18680.5,0
10,"East Midlands","P.1",0,662,2021-03-01,18687.5,0
11,"East Midlands","P.1",0,976,2021-03-08,18694.5,0
12,"East Midlands","P.1",0,1337,2021-03-15,18701.5,0
13,"East Midlands","P.1",0,1836,2021-03-22,18708.5,0
14,"East Midlands","P.1",0,1135,2021-03-29,18715.5,0
15,"East Midlands","P.1",0,712,2021-04-05,18722.5,0
16,"East Midlands","P.1",0,588,2021-04-12,18729.5,0
17,"East Midlands","P.1",1,624,2021-04-19,18736.5,0.0016025641025641
18,"East Midlands","P.1",0,584,2021-04-26,18743.5,0
19,"East Midlands","P.1",0,829,2021-05-03,18750.5,0
20,"East Midlands","P.1",0,681,2021-05-10,18757.5,0
21,"East Midlands","P.1",0,637,2021-05-17,18764.5,0
22,"East Midlands","P.1",0,642,2021-05-24,18771.5,0
1,"West Midlands","P.1",0,505,2020-12-28,18624.5,0
2,"West Midlands","P.1",0,884,2021-01-04,18631.5,0
3,"West Midlands","P.1",0,932,2021-01-11,18638.5,0
4,"West Midlands","P.1",0,1041,2021-01-18,18645.5,0
5,"West Midlands","P.1",0,1283,2021-01-25,18652.5,0
6,"West Midlands","P.1",0,338,2021-02-01,18659.5,0
7,"West Midlands","P.1",0,400,2021-02-08,18666.5,0
8,"West Midlands","P.1",0,608,2021-02-15,18673.5,0
9,"West Midlands","P.1",0,430,2021-02-22,18680.5,0
10,"West Midlands","P.1",0,607,2021-03-01,18687.5,0
11,"West Midlands","P.1",0,842,2021-03-08,18694.5,0
12,"West Midlands","P.1",0,1006,2021-03-15,18701.5,0
13,"West Midlands","P.1",0,1214,2021-03-22,18708.5,0
14,"West Midlands","P.1",0,885,2021-03-29,18715.5,0
15,"West Midlands","P.1",0,538,2021-04-05,18722.5,0
16,"West Midlands","P.1",0,529,2021-04-12,18729.5,0
17,"West Midlands","P.1",1,533,2021-04-19,18736.5,0.00187617260787992
18,"West Midlands","P.1",0,503,2021-04-26,18743.5,0
19,"West Midlands","P.1",0,534,2021-05-03,18750.5,0
20,"West Midlands","P.1",0,445,2021-05-10,18757.5,0
21,"West Midlands","P.1",0,533,2021-05-17,18764.5,0
22,"West Midlands","P.1",0,691,2021-05-24,18771.5,0
1,"North East","P.1",0,263,2020-12-28,18624.5,0
2,"North East","P.1",0,322,2021-01-04,18631.5,0
3,"North East","P.1",0,233,2021-01-11,18638.5,0
4,"North East","P.1",0,752,2021-01-18,18645.5,0
5,"North East","P.1",0,462,2021-01-25,18652.5,0
6,"North East","P.1",0,174,2021-02-01,18659.5,0
7,"North East","P.1",0,206,2021-02-08,18666.5,0
8,"North East","P.1",0,1148,2021-02-15,18673.5,0
9,"North East","P.1",0,1547,2021-02-22,18680.5,0
10,"North East","P.1",0,1003,2021-03-01,18687.5,0
11,"North East","P.1",0,1416,2021-03-08,18694.5,0
12,"North East","P.1",0,1040,2021-03-15,18701.5,0
13,"North East","P.1",0,843,2021-03-22,18708.5,0
14,"North East","P.1",0,842,2021-03-29,18715.5,0
15,"North East","P.1",0,445,2021-04-05,18722.5,0
16,"North East","P.1",0,237,2021-04-12,18729.5,0
17,"North East","P.1",0,199,2021-04-19,18736.5,0
18,"North East","P.1",0,192,2021-04-26,18743.5,0
19,"North East","P.1",0,73,2021-05-03,18750.5,0
20,"North East","P.1",0,31,2021-05-10,18757.5,0
21,"North East","P.1",0,7,2021-05-17,18764.5,0
22,"North East","P.1",0,110,2021-05-24,18771.5,0
1,"Yorkshire and The Humber","P.1",0,195,2020-12-28,18624.5,0
2,"Yorkshire and The Humber","P.1",0,366,2021-01-04,18631.5,0
3,"Yorkshire and The Humber","P.1",0,535,2021-01-11,18638.5,0
4,"Yorkshire and The Humber","P.1",0,858,2021-01-18,18645.5,0
5,"Yorkshire and The Humber","P.1",0,981,2021-01-25,18652.5,0
6,"Yorkshire and The Humber","P.1",0,225,2021-02-01,18659.5,0
7,"Yorkshire and The Humber","P.1",0,513,2021-02-08,18666.5,0
8,"Yorkshire and The Humber","P.1",0,1420,2021-02-15,18673.5,0
9,"Yorkshire and The Humber","P.1",0,2493,2021-02-22,18680.5,0
10,"Yorkshire and The Humber","P.1",0,2491,2021-03-01,18687.5,0
11,"Yorkshire and The Humber","P.1",0,3273,2021-03-08,18694.5,0
12,"Yorkshire and The Humber","P.1",0,3687,2021-03-15,18701.5,0
13,"Yorkshire and The Humber","P.1",0,3692,2021-03-22,18708.5,0
14,"Yorkshire and The Humber","P.1",0,2876,2021-03-29,18715.5,0
15,"Yorkshire and The Humber","P.1",0,1889,2021-04-05,18722.5,0
16,"Yorkshire and The Humber","P.1",0,1700,2021-04-12,18729.5,0
17,"Yorkshire and The Humber","P.1",0,1620,2021-04-19,18736.5,0
18,"Yorkshire and The Humber","P.1",0,1026,2021-04-26,18743.5,0
19,"Yorkshire and The Humber","P.1",0,359,2021-05-03,18750.5,0
20,"Yorkshire and The Humber","P.1",0,153,2021-05-10,18757.5,0
21,"Yorkshire and The Humber","P.1",0,118,2021-05-17,18764.5,0
22,"Yorkshire and The Humber","P.1",0,287,2021-05-24,18771.5,0
