"LINEAGE2","DATE_NUM","REGION","prob","SE","df","asymp.LCL","asymp.UCL","collection_date"
"B.1.617.2",18546,"East Midlands",0.001,4.26280628210975e-43,NA,0.001,0.001,2020-10-11
"B.1.1.7",18550,"East Midlands",0.00105200157565679,7.16224718588712e-05,NA,0.001,0.00119237904098391,2020-10-15
"other",18550,"East Midlands",0.377942614358141,0.0086986817183994,NA,0.360893511477102,0.394991717239181,2020-10-15
"B.1.177+",18550,"East Midlands",0.621005376196148,0.00869428155931027,NA,0.60396489746845,0.638045854923847,2020-10-15
"B.1.525",18550,"East Midlands",0.001,4.22976848591881e-09,NA,0.001,0.001,2020-10-15
"B.1.351",18550,"East Midlands",0.001,4.00859407159585e-09,NA,0.001,0.001,2020-10-15
"P.1",18550,"East Midlands",0.001,3.17434084483988e-16,NA,0.001,0.001,2020-10-15
"B.1.617.1",18550,"East Midlands",0.001,2.01688465452864e-83,NA,0.001,0.001,2020-10-15
"B.1.617.2",18550,"East Midlands",0.001,1.28699487808888e-41,NA,0.001,0.001,2020-10-15
"B.1.1.7",18554,"East Midlands",0.00162073030113329,0.00010556111065936,NA,0.0014138343260729,0.00182762627619368,2020-10-19
"other",18554,"East Midlands",0.350524097234304,0.0083947991062702,NA,0.334070593328565,0.366977601140042,2020-10-19
"B.1.177+",18554,"East Midlands",0.647855157928912,0.00838939057657034,NA,0.631412254546594,0.664298061311229,2020-10-19
"B.1.525",18554,"East Midlands",0.001,7.31869188871497e-09,NA,0.001,0.001,2020-10-19
"B.1.351",18554,"East Midlands",0.001,7.20579592896313e-09,NA,0.001,0.001,2020-10-19
"P.1",18554,"East Midlands",0.001,1.02687988226258e-15,NA,0.001,0.001,2020-10-19
"B.1.617.1",18554,"East Midlands",0.001,4.62648257609095e-80,NA,0.001,0.001,2020-10-19
"B.1.617.2",18554,"East Midlands",0.001,3.76405222870625e-40,NA,0.001,0.001,2020-10-19
"B.1.1.7",18558,"East Midlands",0.00248002824317361,0.000154610554051019,NA,0.00217699712560383,0.00278305936074339,2020-10-23
"other",18558,"East Midlands",0.324877252949344,0.00807200117570863,NA,0.30905642136179,0.340698084536898,2020-10-23
"B.1.177+",18558,"East Midlands",0.672642692168781,0.00806589470249634,NA,0.656833829048796,0.688451555288766,2020-10-23
"B.1.525",18558,"East Midlands",0.001,1.25544866907526e-08,NA,0.001,0.001,2020-10-23
"B.1.351",18558,"East Midlands",0.001,1.28285753250786e-08,NA,0.001,0.001,2020-10-23
"P.1",18558,"East Midlands",0.001,3.27158135534435e-15,NA,0.001,0.001,2020-10-23
"B.1.617.1",18558,"East Midlands",0.001,9.74041288374668e-77,NA,0.001,0.001,2020-10-23
"B.1.617.2",18558,"East Midlands",0.001,1.06408482766499e-38,NA,0.001,0.001,2020-10-23
"B.1.1.7",18562,"East Midlands",0.00376925837712182,0.000225096262212665,NA,0.00332807781013041,0.00421043894411323,2020-10-27
"other",18562,"East Midlands",0.301061938413946,0.00773845777067398,NA,0.28589483988754,0.316229036940351,2020-10-27
"B.1.177+",18562,"East Midlands",0.695168754774271,0.00773261867041752,NA,0.68001310067407,0.710324408874471,2020-10-27
"B.1.525",18562,"East Midlands",0.001,2.13504446342738e-08,NA,0.001,0.001,2020-10-27
"B.1.351",18562,"East Midlands",0.001,2.26164685360079e-08,NA,0.001,0.001,2020-10-27
"P.1",18562,"East Midlands",0.001,1.02585869914711e-14,NA,0.001,0.001,2020-10-27
"B.1.617.1",18562,"East Midlands",0.001,1.86961300771209e-73,NA,0.001,0.001,2020-10-27
"B.1.617.2",18562,"East Midlands",0.001,2.90114782848627e-37,NA,0.001,0.001,2020-10-27
"B.1.1.7",18566,"East Midlands",0.00568965236445307,0.000325807973208014,NA,0.00505108047108937,0.00632822425781677,2020-10-31
"other",18566,"East Midlands",0.27907985217123,0.00740093454177078,NA,0.264574287017421,0.293585417325039,2020-10-31
"B.1.177+",18566,"East Midlands",0.715230408110507,0.00739762407569022,NA,0.700731331350988,0.729729484870027,2020-10-31
"B.1.525",18566,"East Midlands",0.001,3.59943743985437e-08,NA,0.001,0.001,2020-10-31
"B.1.351",18566,"East Midlands",0.001,3.94769901146101e-08,NA,0.001,0.001,2020-10-31
"P.1",18566,"East Midlands",0.001,3.1637587648885e-14,NA,0.001,0.001,2020-10-31
"B.1.617.1",18566,"East Midlands",0.001,3.24972974524326e-70,NA,0.001,0.001,2020-10-31
"B.1.617.2",18566,"East Midlands",0.001,7.61099517301588e-36,NA,0.001,0.001,2020-10-31
"B.1.1.7",18570,"East Midlands",0.00852870156113786,0.000468827024904201,NA,0.00760981747734656,0.00944758564492916,2020-11-04
"other",18570,"East Midlands",0.258879606812411,0.00706457746665896,NA,0.245033289411766,0.272725924213056,2020-11-04
"B.1.177+",18570,"East Midlands",0.732591535395635,0.00706854541922647,NA,0.718737440950865,0.746445629840404,2020-11-04
"B.1.525",18570,"East Midlands",0.001,6.01489629229862e-08,NA,0.001,0.001,2020-11-04
"B.1.351",18570,"East Midlands",0.001,6.82063015333997e-08,NA,0.001,0.001,2020-11-04
"P.1",18570,"East Midlands",0.001,9.58867297393065e-14,NA,0.001,0.001,2020-11-04
"B.1.617.1",18570,"East Midlands",0.001,5.08045336724173e-67,NA,0.001,0.001,2020-11-04
"B.1.617.2",18570,"East Midlands",0.001,1.91669988386405e-34,NA,0.001,0.001,2020-11-04
"B.1.1.7",18574,"East Midlands",0.0126918580752425,0.000670492654397594,NA,0.0113777166207245,0.0140059995297604,2020-11-08
"other",18574,"East Midlands",0.240361820976072,0.00673280034242732,NA,0.227165774789816,0.253557867162329,2020-11-08
"B.1.177+",18574,"East Midlands",0.746946043981548,0.00675349497652787,NA,0.733709437057781,0.760182650905314,2020-11-08
"B.1.525",18574,"East Midlands",0.001,9.96057357646525e-08,NA,0.001,0.001,2020-11-08
"B.1.351",18574,"East Midlands",0.001,1.16601097805644e-07,NA,0.001,0.001,2020-11-08
"P.1",18574,"East Midlands",0.001,2.8532960359352e-13,NA,0.001,0.001,2020-11-08
"B.1.617.1",18574,"East Midlands",0.001,7.09416723029031e-64,NA,0.001,0.001,2020-11-08
"B.1.617.2",18574,"East Midlands",0.001,4.6217902084845e-33,NA,0.001,0.001,2020-11-08
"B.1.1.7",18578,"East Midlands",0.0187416740053452,0.000952368237727456,NA,0.0168750665593795,0.0206082814513109,2020-11-12
"other",18578,"East Midlands",0.223383464499482,0.00640726126345504,NA,0.210825463183571,0.235941465815392,2020-11-12
"B.1.177+",18578,"East Midlands",0.757874375086237,0.00646287492527415,NA,0.745207372996113,0.770541377176362,2020-11-12
"B.1.525",18578,"East Midlands",0.001,1.63391190841381e-07,NA,0.001,0.001,2020-11-12
"B.1.351",18578,"East Midlands",0.001,1.97125068984508e-07,NA,0.001,0.001,2020-11-12
"P.1",18578,"East Midlands",0.001,8.32683784500929e-13,NA,0.001,0.001,2020-11-12
"B.1.617.1",18578,"East Midlands",0.001,8.785162810748e-61,NA,0.001,0.001,2020-11-12
"B.1.617.2",18578,"East Midlands",0.001,1.06421264620358e-31,NA,0.001,0.001,2020-11-12
"B.1.1.7",18582,"East Midlands",0.0274421783683976,0.00134185632801999,NA,0.0248121882930513,0.030072168443744,2020-11-16
"other",18582,"East Midlands",0.207761188426426,0.00608793402439443,NA,0.195829056998357,0.219693319854495,2020-11-16
"B.1.177+",18582,"East Midlands",0.764795787708898,0.00621257258908067,NA,0.75261936918296,0.776972206234837,2020-11-16
"B.1.525",18582,"East Midlands",0.001,2.65330691478125e-07,NA,0.001,0.001,2020-11-16
"B.1.351",18582,"East Midlands",0.001,3.2931150035761e-07,NA,0.001,0.001,2020-11-16
"P.1",18582,"East Midlands",0.001,2.37991114518241e-12,NA,0.001,0.001,2020-11-16
"B.1.617.1",18582,"East Midlands",0.001,9.57737570781583e-58,NA,0.001,0.001,2020-11-16
"B.1.617.2",18582,"East Midlands",0.001,2.33300579629984e-30,NA,0.001,0.001,2020-11-16
"B.1.1.7",18586,"East Midlands",0.0398015528774883,0.0018717440715749,NA,0.0361330019089251,0.0434701038460515,2020-11-20
"other",18586,"East Midlands",0.193274119598193,0.00577331251348599,NA,0.181958635000266,0.20458960419612,2020-11-20
"B.1.177+",18586,"East Midlands",0.766922874604839,0.00602881944520394,NA,0.755106605622944,0.778739143586733,2020-11-20
"B.1.525",18586,"East Midlands",0.001,4.26143510087045e-07,NA,0.001,0.001,2020-11-20
"B.1.351",18586,"East Midlands",0.001,5.43042515216014e-07,NA,0.001,0.001,2020-11-20
"P.1",18586,"East Midlands",0.001,6.65043457237405e-12,NA,0.001,0.001,2020-11-20
"B.1.617.1",18586,"East Midlands",0.001,9.12117001300561e-55,NA,0.001,0.001,2020-11-20
"B.1.617.2",18586,"East Midlands",0.001,4.85328358696452e-29,NA,0.001,0.001,2020-11-20
"B.1.1.7",18590,"East Midlands",0.0570978741865459,0.00257743023690991,NA,0.0520462037495379,0.0621495446235539,2020-11-24
"other",18590,"East Midlands",0.179667676640144,0.00546082099245136,NA,0.168964664168919,0.190370689111369,2020-11-24
"B.1.177+",18590,"East Midlands",0.763231984855506,0.00595355251662178,NA,0.751563236342859,0.774900733368152,2020-11-24
"B.1.525",18590,"East Midlands",0.001,6.76022888782489e-07,NA,0.001,0.001,2020-11-24
"B.1.351",18590,"East Midlands",0.001,8.8266865392373e-07,NA,0.001,0.001,2020-11-24
"P.1",18590,"East Midlands",0.001,1.81315053469603e-11,NA,0.001,0.001,2020-11-24
"B.1.617.1",18590,"East Midlands",0.001,7.52740804732132e-52,NA,0.001,0.001,2020-11-24
"B.1.617.2",18590,"East Midlands",0.001,9.54491836320121e-28,NA,0.001,0.001,2020-11-24
"B.1.1.7",18594,"East Midlands",0.0808604779022924,0.00349004867412712,NA,0.0740201081967115,0.0877008476078733,2020-11-28
"other",18594,"East Midlands",0.166661367452094,0.00514751134996492,NA,0.156572430596151,0.176750304308036,2020-11-28
"B.1.177+",18594,"East Midlands",0.752474037717247,0.00604513269111145,NA,0.740625795360903,0.764322280073591,2020-11-28
"B.1.525",18594,"East Midlands",0.001,1.05737793883501e-06,NA,0.001,0.001,2020-11-28
"B.1.351",18594,"East Midlands",0.001,1.41150733159995e-06,NA,0.001,0.001,2020-11-28
"P.1",18594,"East Midlands",0.001,4.81051329880208e-11,NA,0.001,0.001,2020-11-28
"B.1.617.1",18594,"East Midlands",0.001,5.33711666108494e-49,NA,0.001,0.001,2020-11-28
"B.1.617.2",18594,"East Midlands",0.001,1.76725127243531e-26,NA,0.001,0.001,2020-11-28
"B.1.1.7",18598,"East Midlands",0.112766060459222,0.00462370208411888,NA,0.103703770899106,0.121828350019338,2020-12-02
"other",18598,"East Midlands",0.153964924018099,0.0048310483508398,NA,0.144496243242881,0.163433604793317,2020-12-02
"B.1.177+",18598,"East Midlands",0.733262258760803,0.00636439312311591,NA,0.720788277456042,0.745736240065565,2020-12-02
"B.1.525",18598,"East Midlands",0.001,1.6269170184143e-06,NA,0.001,0.001,2020-12-02
"B.1.351",18598,"East Midlands",0.001,2.21548318327101e-06,NA,0.001,0.001,2020-12-02
"P.1",18598,"East Midlands",0.001,1.23816097086986e-10,NA,0.001,0.001,2020-12-02
"B.1.617.1",18598,"East Midlands",0.001,3.22167882641529e-46,NA,0.001,0.001,2020-12-02
"B.1.617.2",18598,"East Midlands",0.001,3.06588574916839e-25,NA,0.001,0.001,2020-12-02
"B.1.1.7",18602,"East Midlands",0.154403463480823,0.0059566592072897,NA,0.142728625966356,0.16607830099529,2020-12-06
"other",18602,"East Midlands",0.141307467357133,0.00451074090630023,NA,0.132466577637193,0.150148357077073,2020-12-06
"B.1.177+",18602,"East Midlands",0.704278208875707,0.00694042536046041,NA,0.690675225131816,0.717881192619598,2020-12-06
"B.1.525",18602,"East Midlands",0.001,2.4555771915948e-06,NA,0.001,0.001,2020-12-06
"B.1.351",18602,"East Midlands",0.001,3.40361105500962e-06,NA,0.001,0.001,2020-12-06
"P.1",18602,"East Midlands",0.001,3.08058019913397e-10,NA,0.001,0.001,2020-12-06
"B.1.617.1",18602,"East Midlands",0.001,1.63984621398307e-43,NA,0.001,0.001,2020-12-06
"B.1.617.2",18602,"East Midlands",0.001,4.95754456563301e-24,NA,0.001,0.001,2020-12-06
"B.1.1.7",18606,"East Midlands",0.20688296888545,0.00741090993601812,NA,0.192357852318184,0.221408085452715,2020-12-10
"other",18606,"East Midlands",0.128481699629901,0.0041880038746846,NA,0.120273362868405,0.136690036391397,2020-12-10
"B.1.177+",18606,"East Midlands",0.664618295326583,0.00773141901530435,NA,0.649464992507198,0.679771598145968,2020-12-10
"B.1.525",18606,"East Midlands",0.001,3.62427919325354e-06,NA,0.001,0.001,2020-12-10
"B.1.351",18606,"East Midlands",0.001,5.10219146722244e-06,NA,0.001,0.001,2020-12-10
"P.1",18606,"East Midlands",0.001,7.37987552972859e-10,NA,0.001,0.001,2020-12-10
"B.1.617.1",18606,"East Midlands",0.001,6.96857978262693e-41,NA,0.001,0.001,2020-12-10
"B.1.617.2",18606,"East Midlands",0.001,7.43004532645051e-23,NA,0.001,0.001,2020-12-10
"B.1.1.7",18610,"East Midlands",0.270335675433169,0.00884147293636955,NA,0.253006706907599,0.287664643958739,2020-12-14
"other",18610,"East Midlands",0.115397378675075,0.00386550094775514,NA,0.107821136035269,0.12297362131488,2020-12-14
"B.1.177+",18610,"East Midlands",0.614240956898389,0.00860977879283029,NA,0.597366100549585,0.631115813247193,2020-12-14
"B.1.525",18610,"East Midlands",0.001,5.21386156470034e-06,NA,0.001,0.001,2020-12-14
"B.1.351",18610,"East Midlands",0.001,7.4401770948167e-06,NA,0.001,0.001,2020-12-14
"P.1",18610,"East Midlands",0.001,1.69550260787828e-09,NA,0.001,0.001,2020-12-14
"B.1.617.1",18610,"East Midlands",0.001,2.44766828883037e-38,NA,0.001,0.001,2020-12-14
"B.1.617.2",18610,"East Midlands",0.001,1.02626421017205e-21,NA,0.001,0.001,2020-12-14
"B.1.1.7",18614,"East Midlands",0.343461615022436,0.0100512132357833,NA,0.323761599079369,0.363161630965504,2020-12-18
"other",18614,"East Midlands",0.10212645346561,0.00354500514352517,NA,0.0951783710592915,0.109074535871929,2020-12-18
"B.1.177+",18614,"East Midlands",0.554373497304672,0.00938576714338643,NA,0.535977731736355,0.572769262872988,2020-12-18
"B.1.525",18614,"East Midlands",0.001,7.28968810827528e-06,NA,0.001,0.001,2020-12-18
"B.1.351",18614,"East Midlands",0.001,1.05265382145108e-05,NA,0.001,0.001,2020-12-18
"P.1",18614,"East Midlands",0.001,3.72246904540177e-09,NA,0.001,0.001,2020-12-18
"B.1.617.1",18614,"East Midlands",0.001,7.03785871930758e-36,NA,0.001,0.001,2020-12-18
"B.1.617.2",18614,"East Midlands",0.001,1.29945294384945e-20,NA,0.001,0.001,2020-12-18
"B.1.1.7",18618,"East Midlands",0.423375587452751,0.0108394113606144,NA,0.402130731572332,0.444620443333169,2020-12-22
"other",18618,"East Midlands",0.0889136730892433,0.00322569662492926,NA,0.0825914238793296,0.0952359222991571,2020-12-22
"B.1.177+",18618,"East Midlands",0.487655763629324,0.00986273128926144,NA,0.468325165513175,0.506986361745472,2020-12-22
"B.1.525",18618,"East Midlands",0.001,9.88519265152505e-06,NA,0.001,0.001,2020-12-22
"B.1.351",18618,"East Midlands",0.001,1.44263372529198e-05,NA,0.001,0.001,2020-12-22
"P.1",18618,"East Midlands",0.001,7.789479543613e-09,NA,0.001,0.001,2020-12-22
"B.1.617.1",18618,"East Midlands",0.001,1.64214929540038e-33,NA,0.001,0.001,2020-12-22
"B.1.617.2",18618,"East Midlands",0.001,1.50167772019275e-19,NA,0.001,0.001,2020-12-22
"B.1.1.7",18622,"East Midlands",0.505952360712624,0.0110697494727372,NA,0.484256050428178,0.52764867099707,2020-12-26
"other",18622,"East Midlands",0.0761332064058622,0.0029052172085705,NA,0.070439085309798,0.0818273275019264,2020-12-26
"B.1.177+",18622,"East Midlands",0.417838443483358,0.0099034872713199,NA,0.39842796511022,0.437248921856496,2020-12-26
"B.1.525",18622,"East Midlands",0.001,1.29916797495435e-05,NA,0.001,0.001,2020-12-26
"B.1.351",18622,"East Midlands",0.001,1.91468419616624e-05,NA,0.001,0.001,2020-12-26
"P.1",18622,"East Midlands",0.001,1.55168983221951e-08,NA,0.001,0.001,2020-12-26
"B.1.617.1",18622,"East Midlands",0.001,3.08644149663477e-31,NA,0.001,0.001,2020-12-26
"B.1.617.2",18622,"East Midlands",0.001,1.57897663586042e-18,NA,0.001,0.001,2020-12-26
"B.1.1.7",18626,"East Midlands",0.586638917626039,0.0107215365018102,NA,0.56562509222356,0.607652743028519,2020-12-30
"other",18626,"East Midlands",0.0641977785862758,0.00258333250403891,NA,0.0591345399182679,0.0692610172542838,2020-12-30
"B.1.177+",18626,"East Midlands",0.349061739313077,0.00947693010187465,NA,0.330487297629399,0.367636180996755,2020-12-30
"B.1.525",18626,"East Midlands",0.001,1.65604977388568e-05,NA,0.001,0.001,2020-12-30
"B.1.351",18626,"East Midlands",0.001,2.46428179810389e-05,NA,0.001,0.001,2020-12-30
"P.1",18626,"East Midlands",0.001,2.94378324486432e-08,NA,0.001,0.001,2020-12-30
"B.1.617.1",18626,"East Midlands",0.001,4.64556896097995e-29,NA,0.001,0.001,2020-12-30
"B.1.617.2",18626,"East Midlands",0.001,1.50835713780637e-17,NA,0.001,0.001,2020-12-30
"B.1.1.7",18630,"East Midlands",0.661418679400665,0.00989237943469719,NA,0.642029971987254,0.680807386814076,2021-01-03
"other",18630,"East Midlands",0.0534560574488312,0.00226485735468302,NA,0.0490170186035318,0.0578950962941305,2021-01-03
"B.1.177+",18630,"East Midlands",0.284993727091901,0.00865968823719067,NA,0.268021050029662,0.30196640415414,2021-01-03
"B.1.525",18630,"East Midlands",0.001,2.05174811393275e-05,NA,0.001,0.001,2021-01-03
"B.1.351",18630,"East Midlands",0.001,3.08401919213535e-05,NA,0.001,0.001,2021-01-03
"P.1",18630,"East Midlands",0.001,5.32921757954602e-08,NA,0.001,0.001,2021-01-03
"B.1.617.1",18630,"East Midlands",0.001,5.57489592872072e-27,NA,0.001,0.001,2021-01-03
"B.1.617.2",18630,"East Midlands",0.001,1.30899236651593e-16,NA,0.001,0.001,2021-01-03
"B.1.1.7",18634,"East Midlands",0.727521207913745,0.00875310222597403,NA,0.710365442797839,0.744676973029652,2021-01-07
"other",18634,"East Midlands",0.0441212687717784,0.0019590352708557,NA,0.0402816301964576,0.0479609073470992,2021-01-07
"B.1.177+",18634,"East Midlands",0.228191938026999,0.00759524498010999,NA,0.213305531412225,0.243078344641773,2021-01-07
"B.1.525",18634,"East Midlands",0.001,2.47827234166102e-05,NA,0.001,0.001,2021-01-07
"B.1.351",18634,"East Midlands",0.001,3.7666701381581e-05,NA,0.001,0.001,2021-01-07
"P.1",18634,"East Midlands",0.001,9.23490275042194e-08,NA,0.001,0.001,2021-01-07
"B.1.617.1",18634,"East Midlands",0.001,5.31593259861872e-25,NA,0.001,0.001,2021-01-07
"B.1.617.2",18634,"East Midlands",0.001,1.03301490931567e-15,NA,0.001,0.001,2021-01-07
"B.1.1.7",18638,"East Midlands",0.783650685294795,0.00748583648287799,NA,0.768978715394198,0.798322655195392,2021-01-11
"other",18638,"East Midlands",0.0362527592670544,0.00167613189605243,NA,0.0329676011174528,0.039537917416656,2021-01-11
"B.1.177+",18638,"East Midlands",0.179893198939049,0.0064384617398265,NA,0.16727404581315,0.192512352064948,2021-01-11
"B.1.525",18638,"East Midlands",0.001,2.92868548941042e-05,NA,0.001,0.001,2021-01-11
