"LINEAGE2","DATE_NUM","REGION","prob","SE","df","asymp.LCL","asymp.UCL","collection_date"
"other",18714,"East Midlands",0.0052700212991041,0.000307012488177188,NA,0.00466828787947278,0.00587175471873542,2021-03-28
"B.1.177+",18714,"East Midlands",0.00160758573105086,0.000126933095344955,NA,0.00135880143572856,0.00185637002637316,2021-03-28
"B.1.525",18714,"East Midlands",0.001,0.000136808083672146,NA,0.001,0.001,2021-03-28
"B.1.351",18714,"East Midlands",0.00128504779153638,0.000315631294148223,NA,0.001,0.00190367376046067,2021-03-28
"P.1",18714,"East Midlands",0.001,5.09374739028996e-05,NA,0.001,0.001,2021-03-28
"B.1.617.1",18714,"East Midlands",0.001,0.000115419256570106,NA,0.001,0.001,2021-03-28
"B.1.617.2",18714,"East Midlands",0.001,6.17172128984459e-05,NA,0.001,0.001,2021-03-28
"B.1.1.7",18718,"East Midlands",0.990196048057075,0.000569722304235422,NA,0.989079412859584,0.991312683254565,2021-04-01
"other",18718,"East Midlands",0.00532175609150188,0.000315774844047755,NA,0.00470284876994453,0.00594066341305923,2021-04-01
"B.1.177+",18718,"East Midlands",0.00128948332522177,0.000107541569363037,NA,0.0010787057224293,0.00150026092801424,2021-04-01
"B.1.525",18718,"East Midlands",0.001,0.000142868266585993,NA,0.001,0.001,2021-04-01
"B.1.351",18718,"East Midlands",0.00137312319591856,0.000336018759658986,NA,0.001,0.00203170786297999,2021-04-01
"P.1",18718,"East Midlands",0.001,6.10504922867775e-05,NA,0.001,0.001,2021-04-01
"B.1.617.1",18718,"East Midlands",0.001,0.000215137271783366,NA,0.001,0.0010939358035951,2021-04-01
"B.1.617.2",18718,"East Midlands",0.001,0.0001110247554988,NA,0.001,0.00105756677409933,2021-04-01
"B.1.1.7",18722,"East Midlands",0.988809338105261,0.000670244906656469,NA,0.987495682227392,0.990122993983129,2021-04-05
"other",18722,"East Midlands",0.005417471491267,0.000328104256030678,NA,0.00477439896627256,0.00606054401626144,2021-04-05
"B.1.177+",18722,"East Midlands",0.00103652926393887,9.12813132372992e-05,NA,0.001,0.00121543735034549,2021-04-05
"B.1.525",18722,"East Midlands",0.001,0.000148838166964234,NA,0.001,0.001,2021-04-05
"B.1.351",18722,"East Midlands",0.00146278772454219,0.00035679628988711,NA,0.001,0.00216209560253844,2021-04-05
"P.1",18722,"East Midlands",0.001,7.23841640736029e-05,NA,0.001,0.001,2021-04-05
"B.1.617.1",18722,"East Midlands",0.00116179009534396,0.00035853207842629,NA,0.001,0.00186450005636178,2021-04-05
"B.1.617.2",18722,"East Midlands",0.00178288309873461,0.000190324780648939,NA,0.0014098533832972,0.00215591281417201,2021-04-05
"B.1.1.7",18726,"East Midlands",0.986253771100665,0.000833068593221913,NA,0.984620986661299,0.987886555540032,2021-04-09
"other",18726,"East Midlands",0.00555433655764354,0.000344051351095261,NA,0.00488000830066449,0.0062286648146226,2021-04-09
"B.1.177+",18726,"East Midlands",0.001,7.75574313099348e-05,NA,0.001,0.001,2021-04-09
"B.1.525",18726,"East Midlands",0.001,0.000154649879739649,NA,0.001,0.001,2021-04-09
"B.1.351",18726,"East Midlands",0.00155314076577693,0.000377848955861529,NA,0.001,0.00229371111086159,2021-04-09
"P.1",18726,"East Midlands",0.001,8.49011515230348e-05,NA,0.001,0.001,2021-04-09
"B.1.617.1",18726,"East Midlands",0.00180325027385594,0.000538170932802567,NA,0.001,0.00285804591967529,2021-04-09
"B.1.617.2",18726,"East Midlands",0.00364912198258656,0.000312458872309533,NA,0.00303671384620987,0.00426153011896324,2021-04-09
"B.1.1.7",18730,"East Midlands",0.981840345883645,0.00105475383143075,NA,0.979773066361485,0.983907625405805,2021-04-13
"other",18730,"East Midlands",0.00572834474746977,0.000363603686716832,NA,0.00501569461685879,0.00644099487808074,2021-04-13
"B.1.177+",18730,"East Midlands",0.001,6.58912354541748e-05,NA,0.001,0.001,2021-04-13
"B.1.525",18730,"East Midlands",0.001,0.0001601834357606,NA,0.001,0.001,2021-04-13
"B.1.351",18730,"East Midlands",0.00164265689981139,0.000398936169732301,NA,0.001,0.00242455742461706,2021-04-13
"P.1",18730,"East Midlands",0.001,9.84955798610307e-05,NA,0.001,0.001,2021-04-13
"B.1.617.1",18730,"East Midlands",0.0025286237839847,0.000732941322737218,NA,0.00109208518863861,0.0039651623793308,2021-04-13
"B.1.617.2",18730,"East Midlands",0.00721265871278911,0.000495557183397031,NA,0.00624138448105082,0.0081839329445274,2021-04-13
"B.1.1.7",18734,"East Midlands",0.974398579529613,0.0013308838717934,NA,0.971790095073292,0.977007063985933,2021-04-17
"other",18734,"East Midlands",0.00593241014555855,0.000386547916389389,NA,0.00517479015113634,0.00669003013998075,2021-04-17
"B.1.177+",18734,"East Midlands",0.001,5.5887810526243e-05,NA,0.001,0.001,2021-04-17
"B.1.525",18734,"East Midlands",0.001,0.000165223033680575,NA,0.001,0.001,2021-04-17
"B.1.351",18734,"East Midlands",0.00172867924893213,0.000419566099758623,NA,0.001,0.00255101369359297,2021-04-17
"P.1",18734,"East Midlands",0.001,0.000112946652679844,NA,0.001,0.001,2021-04-17
"B.1.617.1",18734,"East Midlands",0.00322063147112538,0.000911991255097074,NA,0.00143316145691963,0.00500810148533112,2021-04-17
"B.1.617.2",18734,"East Midlands",0.0137803137392915,0.000769750028414303,NA,0.0122716314065008,0.0152889960720823,2021-04-17
"B.1.1.7",18738,"East Midlands",0.961990921315508,0.00168844917292935,NA,0.95868162174684,0.965300220884176,2021-04-21
"other",18738,"East Midlands",0.00615331895584455,0.000412235841900751,NA,0.00534535155258253,0.00696128635910657,2021-04-21
"B.1.177+",18738,"East Midlands",0.001,4.72129153315543e-05,NA,0.001,0.001,2021-04-21
"B.1.525",18738,"East Midlands",0.001,0.000169389839284722,NA,0.001,0.001,2021-04-21
"B.1.351",18738,"East Midlands",0.00180661649843325,0.000438793045409761,NA,0.001,0.00266663506410303,2021-04-21
"P.1",18738,"East Midlands",0.001,0.000127835958159611,NA,0.001,0.001,2021-04-21
"B.1.617.1",18738,"East Midlands",0.00374267983986456,0.00104308562578426,NA,0.00169826958053599,0.00578709009919313,2021-04-21
"B.1.617.2",18738,"East Midlands",0.0254520215974972,0.00119026768754853,NA,0.0231191397979403,0.0277849033970541,2021-04-21
"B.1.1.7",18742,"East Midlands",0.941607532172283,0.00222173509582376,NA,0.93725301140128,0.945962052943286,2021-04-25
"other",18742,"East Midlands",0.00636745896839827,0.00043923512054489,NA,0.00550657395138518,0.00722834398541137,2021-04-25
"B.1.177+",18742,"East Midlands",0.001,3.95804347277457e-05,NA,0.001,0.001,2021-04-25
"B.1.525",18742,"East Midlands",0.001,0.000172058463139402,NA,0.001,0.001,2021-04-25
"B.1.351",18742,"East Midlands",0.00186889571633842,0.00045494492893253,NA,0.001,0.00276057139199532,2021-04-25
"P.1",18742,"East Midlands",0.001,0.000142420874890908,NA,0.001,0.001,2021-04-25
"B.1.617.1",18742,"East Midlands",0.00398103913971013,0.00110159243246876,NA,0.00182195764642949,0.00614012063299077,2021-04-25
"B.1.617.2",18742,"East Midlands",0.0453898464372924,0.0018491710802178,NA,0.0417655377188125,0.0490141551557724,2021-04-25
"B.1.1.7",18746,"East Midlands",0.909031499300195,0.00308355340941464,NA,0.902987845673336,0.915075152927053,2021-04-29
"other",18746,"East Midlands",0.00653616442309764,0.000464907111256502,NA,0.00562496322887834,0.00744736561731694,2021-04-29
"B.1.177+",18746,"East Midlands",0.001,3.27526237311101e-05,NA,0.001,0.001,2021-04-29
"B.1.525",18746,"East Midlands",0.001,0.000172290749783285,NA,0.001,0.001,2021-04-29
"B.1.351",18746,"East Midlands",0.00190403373277825,0.000465359912431797,NA,0.001,0.00281612240099328,2021-04-29
"P.1",18746,"East Midlands",0.001,0.000155483994036053,NA,0.001,0.001,2021-04-29
"B.1.617.1",18746,"East Midlands",0.00388140549798664,0.00107666270352669,NA,0.0017711853755768,0.00599162562039647,2021-04-29
"B.1.617.2",18746,"East Midlands",0.0779222666250747,0.00285937357782389,NA,0.0723179973941945,0.083526535855955,2021-04-29
"B.1.1.7",18750,"East Midlands",0.859252470672862,0.0043771662227978,NA,0.850673382521833,0.867831558823891,2021-05-03
"other",18750,"East Midlands",0.00660357076173818,0.000485101346847314,NA,0.00565278959306557,0.00755435193041078,2021-05-03
"B.1.177+",18750,"East Midlands",0.001,2.65547788784456e-05,NA,0.001,0.001,2021-05-03
"B.1.525",18750,"East Midlands",0.001,0.000168867267895253,NA,0.001,0.001,2021-05-03
"B.1.351",18750,"East Midlands",0.00189677126778734,0.000466352176549079,NA,0.001,0.0028108047379354,2021-05-03
"P.1",18750,"East Midlands",0.001,0.000165244263874461,NA,0.001,0.001,2021-05-03
"B.1.617.1",18750,"East Midlands",0.00346612653399213,0.00097341265665132,NA,0.00155827278486009,0.00537398028312417,2021-05-03
"B.1.617.2",18750,"East Midlands",0.128115420279052,0.00428128096493824,NA,0.119724263780076,0.136506576778028,2021-05-03
"B.1.1.7",18754,"East Midlands",0.787921816579667,0.00600302144719236,NA,0.776156110744749,0.799687522414586,2021-05-07
"other",18754,"East Midlands",0.00650275758722648,0.000494365671989596,NA,0.00553381867493393,0.00747169649951903,2021-05-07
"B.1.177+",18754,"East Midlands",0.001,2.09005544746258e-05,NA,0.001,0.001,2021-05-07
"B.1.525",18754,"East Midlands",0.001,0.00016054219273113,NA,0.001,0.001,2021-05-07
"B.1.351",18754,"East Midlands",0.00183084324481632,0.000453792285477505,NA,0.001,0.00272025978081435,2021-05-07
"P.1",18754,"East Midlands",0.001,0.000169513211687427,NA,0.001,0.001,2021-05-07
"B.1.617.1",18754,"East Midlands",0.00282755787769369,0.000811634895571587,NA,0.00123678271377745,0.00441833304160992,2021-05-07
"B.1.617.2",18754,"East Midlands",0.200315046172682,0.00600087459001063,NA,0.188553548100519,0.212076544244844,2021-05-07
"B.1.1.7",18758,"East Midlands",0.69395994118868,0.00758643236396048,NA,0.679090806984168,0.708829075393191,2021-05-11
"other",18758,"East Midlands",0.00617623471679254,0.000487143924777824,NA,0.00522145016894052,0.00713101926464456,2021-05-11
"B.1.177+",18758,"East Midlands",0.001,1.58111071801182e-05,NA,0.001,0.001,2021-05-11
"B.1.525",18758,"East Midlands",0.001,0.000146599312256366,NA,0.001,0.001,2021-05-11
"B.1.351",18758,"East Midlands",0.00169554448519912,0.000424625262656953,NA,0.001,0.00252779470693261,2021-05-11
"P.1",18758,"East Midlands",0.001,0.00016630569356631,NA,0.001,0.001,2021-05-11
"B.1.617.1",18758,"East Midlands",0.00210000333836132,0.0006214355375801,NA,0.001,0.0033179946107316,2021-05-11
"B.1.617.2",18758,"East Midlands",0.295538644281754,0.00764743553664216,NA,0.280549946055844,0.310527342507664,2021-05-11
"B.1.1.7",18762,"East Midlands",0.582142508661898,0.00860164821911142,NA,0.565283587944757,0.59900142937904,2021-05-15
"other",18762,"East Midlands",0.0056077467525044,0.000460016400072281,NA,0.00470613117606496,0.00650936232894384,2021-05-15
"B.1.177+",18762,"East Midlands",0.001,1.13984523820576e-05,NA,0.001,0.001,2021-05-15
"B.1.525",18762,"East Midlands",0.001,0.000127523261387143,NA,0.001,0.001,2021-05-15
"B.1.351",18762,"East Midlands",0.00149417418626626,0.000378958458514675,NA,0.001,0.00223691911659184,2021-05-15
"P.1",18762,"East Midlands",0.001,0.000154849266375462,NA,0.001,0.001,2021-05-15
"B.1.617.1",18762,"East Midlands",0.00141737833812844,0.000435551162770393,NA,0.001,0.00227104293058295,2021-05-15
"B.1.617.2",18762,"East Midlands",0.408889500706355,0.0087005789301603,NA,0.391836679358593,0.425942322054117,2021-05-15
"B.1.1.7",18766,"East Midlands",0.463203358357005,0.0086938916735455,NA,0.446163643791363,0.480243072922647,2021-05-19
"other",18766,"East Midlands",0.00484475011646656,0.000414009754998639,NA,0.00403330590742098,0.00565619432551214,2021-05-19
"B.1.177+",18766,"East Midlands",0.001,7.79549959698543e-06,NA,0.001,0.001,2021-05-19
"B.1.525",18766,"East Midlands",0.001,0.000105247777589491,NA,0.001,0.001,2021-05-19
"B.1.351",18766,"East Midlands",0.00124792536873829,0.000321241712741211,NA,0.001,0.00187754755604302,2021-05-19
"P.1",18766,"East Midlands",0.001,0.000136370850520449,NA,0.001,0.001,2021-05-19
"B.1.617.1",18766,"East Midlands",0.001,0.000279696664916101,NA,0.001,0.00141970864567747,2021-05-19
"B.1.617.2",18766,"East Midlands",0.529468587360823,0.00880910519064093,NA,0.512203058451142,0.546734116270504,2021-05-19
"B.1.1.7",18770,"East Midlands",0.350147519135483,0.00792598489659645,NA,0.334612874196145,0.36568216407482,2021-05-23
"other",18770,"East Midlands",0.00398692834407048,0.000355095782672598,NA,0.00329095339897012,0.00468290328917083,2021-05-23
"B.1.177+",18770,"East Midlands",0.001,5.06345143630901e-06,NA,0.001,0.001,2021-05-23
"B.1.525",18770,"East Midlands",0.001,8.25521880461716e-05,NA,0.001,0.001,2021-05-23
"B.1.351",18770,"East Midlands",0.001,0.000259051202395442,NA,0.001,0.0014972367836537,2021-05-23
