"LINEAGE","DATE_NUM","prob","SE","df","asymp.LCL","asymp.UCL","collection_date"
"Other",18784,0.0865240010450639,0.00331163035937775,NA,0.080033324810574,0.0930146772795537,2021-06-06
"Alpha",18784,0.686885011757819,0.0071685351490378,NA,0.672834941043795,0.700935082471842,2021-06-06
"Beta",18784,0.0054779482812967,0.000853350457290676,NA,0.00380541211881619,0.00715048444377721,2021-06-06
"Gamma",18784,0.0784196931050532,0.0040789797095557,NA,0.0704250397806543,0.086414346429452,2021-06-06
"Delta",18784,0.142693332057104,0.00515408307450424,NA,0.132591514857749,0.15279514925646,2021-06-06
"Omicron (BA.2)",18784,1.81064158349109e-49,8.15224056996139e-49,NA,-1.41674563269395e-48,1.77887394939217e-48,2021-06-06
"Omicron (BA.3)",18784,5.7423327144812e-34,1.47179792498395e-32,NA,-2.82724759834452e-32,2.94209425263414e-32,2021-06-06
"Omicron (BA.1.1, with S:R346K)",18784,6.18700644252482e-42,1.84216481197075e-41,NA,-2.99187604079719e-41,4.22927732930216e-41,2021-06-06
"Omicron (BA.4)",18784,1.37536631650107e-08,4.35104138438446e-08,NA,-7.15251809213577e-08,9.9032507251379e-08,2021-06-06
"Omicron (BA.5)",18784,8.87988042968184e-32,4.73308515120731e-31,NA,-8.38868838915946e-31,1.01646644750958e-30,2021-06-06
"Omicron (BA.1)",18791,2.3461709571875e-29,5.68788964644495e-29,NA,-8.80188789788286e-29,1.34942298122579e-28,2021-06-13
"Other",18791,0.0974694385936104,0.00365957927082704,NA,0.09029679502422,0.104642082163001,2021-06-13
"Alpha",18791,0.608647803565433,0.00833859259674556,NA,0.592304462394059,0.624991144736807,2021-06-13
"Beta",18791,0.00386491774523903,0.000795117694655534,NA,0.00230651570024367,0.00542331979023439,2021-06-13
"Gamma",18791,0.0700054812405595,0.00404087076972559,NA,0.0620855200657167,0.0779254424154023,2021-06-13
"Delta",18791,0.220012340793043,0.00681428809504858,NA,0.206656581546468,0.233368100039618,2021-06-13
"Omicron (BA.2)",18791,1.86140024710795e-47,8.01759257749554e-47,NA,-1.3852792447499e-46,1.75755929417149e-46,2021-06-13
"Omicron (BA.3)",18791,1.09495462348356e-32,2.687799477984e-31,NA,-5.15849471216585e-31,5.37748563686256e-31,2021-06-13
"Omicron (BA.1.1, with S:R346K)",18791,3.46209385782705e-40,9.83362641651982e-40,NA,-1.58114597559735e-39,2.27356474716276e-39,2021-06-13
"Omicron (BA.4)",18791,1.80621152476666e-08,5.57007303059322e-08,NA,-9.11093100645391e-08,1.27233540559872e-07,2021-06-13
"Omicron (BA.5)",18791,6.7803702286349e-31,3.62999755184652e-30,NA,-6.43662744272426e-30,7.79270148845124e-30,2021-06-13
"Omicron (BA.1)",18798,5.10889684816325e-28,1.17615001922294e-27,NA,-1.79432199327673e-27,2.81610136290939e-27,2021-06-20
"Other",18798,0.109037565856403,0.00391472614171709,NA,0.1013648436093,0.116710288103506,2021-06-20
"Alpha",18798,0.500761176294869,0.00923235037907806,NA,0.482666102059221,0.518856250530517,2021-06-20
"Beta",18798,0.00257352258282271,0.000724582273130243,NA,0.00115336742365127,0.00399367774199415,2021-06-20
"Gamma",18798,0.0591615699682599,0.00378735847814831,NA,0.0517384837545467,0.066584656181973,2021-06-20
"Delta",18798,0.328466142724214,0.00840452056788541,NA,0.311993585103832,0.344938700344595,2021-06-20
"Omicron (BA.2)",18798,2.00820597392429e-45,8.251059757768e-45,NA,-1.41635739855888e-44,1.81799859334374e-44,2021-06-20
"Omicron (BA.3)",18798,2.20386094137114e-31,5.16679657368857e-30,NA,-9.90634910573743e-30,1.03471212940117e-29,2021-06-20
"Omicron (BA.1.1, with S:R346K)",18798,2.09444197263773e-38,5.65638077366134e-38,NA,-8.9918606265833e-38,1.31807445718588e-37,2021-06-20
"Omicron (BA.4)",18798,2.25734315502752e-08,6.78352971492842e-08,NA,-1.10381307742894e-07,1.55528170843445e-07,2021-06-20
"Omicron (BA.5)",18798,5.24047367397782e-30,2.81842308329882e-29,NA,-4.99996036906424e-29,6.0480551038598e-29,2021-06-20
"Omicron (BA.1)",18805,1.13359197752958e-26,2.46929441448966e-26,NA,-3.70613614209607e-26,5.97332009715522e-26,2021-06-27
"Other",18805,0.117991294169894,0.00402582609882295,NA,0.110100820008179,0.125881768331608,2021-06-27
"Alpha",18805,0.370142808287055,0.00922195319621317,NA,0.352068112155363,0.388217504418747,2021-06-27
"Beta",18805,0.00156939023302282,0.000606079303576564,NA,0.000381496626237632,0.002757283839808,2021-06-27
"Gamma",18805,0.0460860143286667,0.00330503806072588,NA,0.0396082587621098,0.0525637698952235,2021-06-27
"Delta",18805,0.464210466460863,0.00922592476827832,NA,0.446127986190961,0.482292946730764,2021-06-27
"Omicron (BA.2)",18805,2.19097634121459e-43,8.56084131540283e-43,NA,-1.45879643143375e-42,1.89699169967666e-42,2021-06-27
"Omicron (BA.3)",18805,4.49796106333205e-30,1.00422654934327e-28,NA,-1.92326825839842e-28,2.01322747966506e-28,2021-06-27
"Omicron (BA.1.1, with S:R346K)",18805,1.31786442604404e-36,3.37233104986994e-36,NA,-5.2917829756472e-36,7.92751182773527e-36,2021-06-27
"Omicron (BA.4)",18805,2.6520499262053e-08,7.76584316568917e-08,NA,-1.2568722988132e-07,1.78728228405426e-07,2021-06-27
"Omicron (BA.5)",18805,3.96743211015446e-29,2.14371814264618e-28,NA,-3.80486714157616e-28,4.59835356360705e-28,2021-06-27
"Omicron (BA.1)",18812,2.47915287901806e-25,5.09024481437845e-25,NA,-7.49754362965548e-25,1.24558493876916e-24,2021-07-04
"Other",18812,0.120514077919804,0.00398563627616282,NA,0.112702374363049,0.12832578147656,2021-07-04
"Alpha",18812,0.238255516095837,0.00792130452758581,NA,0.222730044511195,0.25378098768048,2021-07-04
"Beta",18812,0.000851241334569994,0.000444134519775918,NA,-1.92463284817974e-05,0.00172172899762179,2021-07-04
"Gamma",18812,0.0322810362336111,0.00264276236525357,NA,0.0271013171780162,0.037460755289206,2021-07-04
"Delta",18812,0.608098099446982,0.00869079398957594,NA,0.591064456230356,0.625131742663608,2021-07-04
"Omicron (BA.2)",18812,2.33337004073434e-41,8.64277368076606e-41,NA,-1.46061551000978e-40,1.92728951815665e-40,2021-07-04
"Omicron (BA.3)",18812,8.96473365751906e-29,1.90026719908773e-27,NA,-3.63480793463956e-27,3.81410260778994e-27,2021-07-04
"Omicron (BA.1.1, with S:R346K)",18812,8.31457171561779e-35,2.00859835513022e-34,NA,-3.10532326389984e-34,4.76823760702339e-34,2021-07-04
"Omicron (BA.4)",18812,2.89691950817958e-08,8.26766524729162e-08,NA,-1.33074066127454e-07,1.91012456291046e-07,2021-07-04
"Omicron (BA.5)",18812,2.85618532788352e-28,1.55051376023269e-27,NA,-2.75333259480149e-27,3.32456966037819e-27,2021-07-04
"Omicron (BA.1)",18819,5.24205602479948e-24,1.01037229099503e-23,NA,-1.45608769884754e-23,2.50449890380744e-23,2021-07-11
"Other",18819,0.115112365827684,0.00377686277603569,NA,0.107709850812104,0.122514880843264,2021-07-11
"Alpha",18819,0.131539109973777,0.00577939977469691,NA,0.120211694563112,0.142866525384442,2021-07-11
"Beta",18819,0.000405408127708733,0.000279874640703025,NA,-0.000143136088255284,0.000953952343672749,2021-07-11
"Gamma",18819,0.0201425308944099,0.00193255011388092,NA,0.0163548022728846,0.0239302595159353,2021-07-11
"Delta",18819,0.732800555803344,0.00706116052692772,NA,0.71896093548151,0.746640176125179,2021-07-11
"Omicron (BA.2)",18819,2.3740711351273e-39,8.30791978749802e-39,NA,-1.39091524348165e-38,1.86572947050711e-38,2021-07-11
"Omicron (BA.3)",18819,1.70997976471551e-27,3.4303978530381e-26,NA,-6.55245826812665e-26,6.89445422106975e-26,2021-07-11
"Omicron (BA.1.1, with S:R346K)",18819,5.14016283844738e-33,1.1676834915951e-32,NA,-1.77460130502364e-32,2.80263387271311e-32,2021-07-11
"Omicron (BA.4)",18819,2.93730758588652e-08,8.17320393010841e-08,NA,-1.30818777554272e-07,1.89564929272002e-07,2021-07-11
"Omicron (BA.5)",18819,1.9323062851945e-27,1.05382677631352e-26,NA,-1.872231898999e-26,2.2586931560379e-26,2021-07-11
"Omicron (BA.1)",18826,1.07133013559472e-22,1.92994938829835e-22,NA,-2.71130115745516e-22,4.8539614286446e-22,2021-07-18
"Other",18826,0.10403170743196,0.00340245913186622,NA,0.0973630100746328,0.110700404789287,2021-07-18
"Alpha",18826,0.0626992769206361,0.00364885999163108,NA,0.05554764275241,0.0698509110888621,2021-07-18
"Beta",18826,0.000171315038917471,0.000153220469245851,NA,-0.000128991562498723,0.000471621640333665,2021-07-18
"Gamma",18826,0.0113290799801659,0.00131617121351351,NA,0.00874943180419104,0.0139087281561408,2021-07-18
"Delta",18826,0.821768592609808,0.00519972541520479,NA,0.811577318066509,0.831959867153107,2021-07-18
"Omicron (BA.2)",18826,2.30221439977195e-37,7.58453518073508e-37,NA,-1.25632013939458e-36,1.71676301934897e-36,2021-07-18
"Omicron (BA.3)",18826,3.12902852265996e-26,5.92077427766888e-25,NA,-1.12916014925562e-24,1.19174071970881e-24,2021-07-18
"Omicron (BA.1.1, with S:R346K)",18826,3.09991374149508e-31,6.59446126895728e-31,NA,-9.82499284310549e-31,1.60248203260957e-30,2021-07-18
"Omicron (BA.4)",18826,2.80185129152903e-08,7.60489480788615e-08,NA,-1.21034686381435e-07,1.77071712212015e-07,2021-07-18
"Omicron (BA.5)",18826,1.24137258228725e-26,6.80036784854261e-26,NA,-1.20871034824804e-25,1.45698486470549e-25,2021-07-18
"Omicron (BA.1)",18833,2.13738240596314e-21,3.58183547147239e-21,NA,-4.88288611667077e-21,9.15765092859706e-21,2021-07-25
"Other",18833,0.0910308171120551,0.00294608831826204,NA,0.0852565901129873,0.0968050441111229,2021-07-25
"Alpha",18833,0.0262832756250106,0.00203115730820413,NA,0.0223022804539952,0.030264270796026,2021-07-25
"Beta",18833,6.57657551143468e-05,7.47399929151969e-05,NA,-8.07219392042179e-05,0.000212253449432912,2021-07-25
"Gamma",18833,0.00588082041321523,0.000852922385520345,NA,0.00420912325598736,0.00755251757044309,2021-07-25
"Delta",18833,0.876739295374023,0.00372437087286346,NA,0.869439662598141,0.884038928149905,2021-07-25
"Omicron (BA.2)",18833,2.14540535476157e-35,6.6289111738275e-35,NA,-1.08470218026555e-34,1.51378325121786e-34,2021-07-25
"Omicron (BA.3)",18833,5.57035139916069e-25,9.90652587862477e-24,NA,-1.88593987941025e-23,1.99734690739346e-23,2021-07-25
"Omicron (BA.1.1, with S:R346K)",18833,1.83404939486289e-29,3.63732201727606e-29,NA,-5.29497075917276e-29,8.96306954889855e-29,2021-07-25
"Omicron (BA.4)",18833,2.57205816514593e-08,6.81400685128906e-08,NA,-1.07831498537898e-07,1.59272661840817e-07,2021-07-25
"Omicron (BA.5)",18833,7.73688146622338e-26,4.25619927392494e-25,NA,-7.56830914129607e-25,9.11568543454074e-25,2021-07-25
"Omicron (BA.1)",18840,4.1971362046357e-20,6.50992104293992e-20,NA,-8.56207458172596e-20,1.69563469909974e-19,2021-08-01
"Other",18840,0.0787950047559811,0.00250613871968364,NA,0.0738830631251398,0.0837069463868223,2021-08-01
"Alpha",18840,0.00985376776748297,0.00100451269183551,NA,0.00788495906947199,0.0118225764654939,2021-08-01
"Beta",18840,2.34464684819948e-05,3.32789177077269e-05,NA,-4.17790116696222e-05,8.86719486336117e-05,2021-08-01
"Gamma",18840,0.00288066505061576,0.000530950982155964,NA,0.00184002024803391,0.00392130985319762,2021-08-01
"Delta",18840,0.908447092733971,0.00277142972558963,NA,0.903015190286132,0.91387899518181,2021-08-01
"Omicron (BA.2)",18840,1.93408272406026e-33,5.58241194951777e-33,NA,-9.0072436438606e-33,1.28754090919811e-32,2021-08-01
"Omicron (BA.3)",18840,9.76362478816014e-24,1.62584438275378e-22,NA,-3.08896018678257e-22,3.28423268254577e-22,2021-08-01
"Omicron (BA.1.1, with S:R346K)",18840,1.06880576156513e-27,1.96664898522427e-27,NA,-2.78575541970668e-27,4.92336694283694e-27,2021-08-01
"Omicron (BA.4)",18840,2.32234671848996e-08,6.00973956200234e-08,NA,-9.45652637950015e-08,1.41012198164801e-07,2021-08-01
"Omicron (BA.5)",18840,4.76762037049444e-25,2.63283620415884e-24,NA,-4.68350210029503e-24,5.63702617439392e-24,2021-08-01
"Omicron (BA.1)",18847,8.12354127731728e-19,1.15979484504761e-18,NA,-1.46080199801681e-18,3.08551025348026e-18,2021-08-08
"Other",18847,0.0684292872955301,0.0021361519343614,NA,0.0642425064386761,0.072616068152384,2021-08-08
"Alpha",18847,0.00333480055843508,0.000442205386395945,NA,0.00246809392732941,0.00420150718954075,2021-08-08
"Beta",18847,7.87332767569664e-06,1.3746063721707e-05,NA,-1.90684621480418e-05,3.4815117499435e-05,2021-08-08
"Gamma",18847,0.00135159657975184,0.000317669147018624,NA,0.000728976492595778,0.0019742166669079,2021-08-08
"Delta",18847,0.926876421281034,0.00220733823270553,NA,0.922550117843233,0.931202724718835,2021-08-08
"Omicron (BA.2)",18847,1.68636715109286e-31,4.52756475919347e-31,NA,-7.1874967145991e-31,1.05602310167848e-30,2021-08-08
"Omicron (BA.3)",18847,1.69223229446509e-22,2.62790680487365e-21,NA,-4.98137946283357e-21,5.31982592172658e-21,2021-08-08
"Omicron (BA.1.1, with S:R346K)",18847,6.11824591776685e-26,1.03911651652721e-25,NA,-1.42480635635738e-25,2.64845553991075e-25,2021-08-08
"Omicron (BA.4)",18847,2.09575730550936e-08,5.30235064422124e-08,NA,-8.29665899056702e-08,1.24881736015857e-07,2021-08-08
"Omicron (BA.5)",18847,2.93746098879471e-24,1.62760411348506e-23,NA,-2.89629934464048e-23,3.48379154239943e-23,2021-08-08
"Omicron (BA.1)",18854,1.54243137619715e-17,2.01490227463201e-17,NA,-2.40670451444942e-17,5.49156726684372e-17,2021-08-15
"Other",18854,0.0600769889866432,0.00184927773634418,NA,0.0564524712259968,0.0637015067472895,2021-08-15
"Alpha",18854,0.00102135733023847,0.00017322083386757,NA,0.000681850734486034,0.0013608639259909,2021-08-15
"Beta",18854,2.50760376466567e-06,5.31348394417442e-06,NA,-7.90663339834802e-06,1.29218409276794e-05,2021-08-15
"Gamma",18854,0.000612468719935518,0.000182408566719789,NA,0.000254954498693161,0.000969982941177875,2021-08-15
"Delta",18854,0.938286658255336,0.00186419645242948,NA,0.934632900348466,0.941940416162205,2021-08-15
"Omicron (BA.2)",18854,1.41304285353333e-29,3.51284782349265e-29,NA,-5.47201236368218e-29,8.29809807074883e-29,2021-08-15
"Omicron (BA.3)",18854,2.89285114754962e-21,4.17150058364339e-20,NA,-7.88670579067389e-20,8.46527602018382e-20,2021-08-15
"Omicron (BA.1.1, with S:R346K)",18854,3.41018265819567e-24,5.31602081698938e-24,NA,-7.0090266841687e-24,1.382939200056e-23,2021-08-15
"Omicron (BA.4)",18854,1.91040826610201e-08,4.73030930386581e-08,NA,-7.36082760520971e-08,1.11816441374137e-07,2021-08-15
"Omicron (BA.5)",18854,1.81763147289723e-23,1.00988096007836e-22,NA,-1.79756716313659e-22,2.16109345771604e-22,2021-08-15
"Omicron (BA.1)",18861,2.84853847012544e-16,3.38245414843143e-16,NA,-3.78094984015826e-16,9.47802678040915e-16,2021-08-22
"Other",18861,0.0535067091343996,0.00163920292071072,NA,0.0502939304464538,0.0567194878223455,2021-08-22
"Alpha",18861,0.000282611150597317,6.02706689526399e-05,NA,0.000164482810126007,0.000400739491068628,2021-08-22
"Beta",18861,7.59397654882942e-07,1.92991146365076e-06,NA,-3.02315930722353e-06,4.54195461698942e-06,2021-08-22
"Gamma",18861,0.000269128601684373,0.000100456235850596,NA,7.22379973947432e-05,0.000466019205974002,2021-08-22
"Delta",18861,0.945940773998501,0.00164128490736288,NA,0.9427239146917,0.949157633305301,2021-08-22
"Omicron (BA.2)",18861,1.12620911332737e-27,2.57988369407597e-27,NA,-3.93027001136368e-27,6.18268823801842e-27,2021-08-22
"Omicron (BA.3)",18861,4.84463323465593e-20,6.45721039460852e-19,NA,-1.21714364905648e-18,1.3140363137496e-18,2021-08-22
"Omicron (BA.1.1, with S:R346K)",18861,1.82764596830308e-22,2.59906432998865e-22,NA,-3.2664265119774e-22,6.92171844858356e-22,2021-08-22
"Omicron (BA.4)",18861,1.77171627819642e-08,4.29790281398861e-08,NA,-6.65201844627461e-08,1.01954510026674e-07,2021-08-22
"Omicron (BA.5)",18861,1.12987455223943e-22,6.29010207874223e-22,NA,-1.11984989811759e-21,1.34582480856547e-21,2021-08-22
"Omicron (BA.1)",18868,5.06318434023835e-15,5.42566621995775e-15,NA,-5.57092604301442e-15,1.56972947234911e-14,2021-08-29
"Other",18868,0.0484100818161856,0.00149335588230268,NA,0.0454831580707713,0.0513370055615999,2021-08-29
"Alpha",18868,7.0375873834159e-05,1.85750722241586e-05,NA,3.39694012645778e-05,0.00010678234640374,2021-08-29
"Beta",18868,2.18723755330306e-07,6.59684178620193e-07,NA,-1.07423347593616e-06,1.51168098659677e-06,2021-08-29
"Gamma",18868,0.000114890006500379,5.30751525016604e-05,NA,1.08646191231533e-05,0.000218915393877604,2021-08-29
"Delta",18868,0.951404416773247,0.00149319028775169,NA,0.948477817587189,0.954331015959305,2021-08-29
"Omicron (BA.2)",18868,8.43353106660595e-26,1.77091665553461e-25,NA,-2.62757975780936e-25,4.31428597113055e-25,2021-08-29
"Omicron (BA.3)",18868,7.87699272130131e-19,9.65642285718999e-18,NA,-1.81385417474516e-17,1.97139402917119e-17,2021-08-29
"Omicron (BA.1.1, with S:R346K)",18868,9.28244536508693e-21,1.19617859399851e-20,NA,-1.41622242680614e-20,3.27271149982353e-20,2021-08-29
"Omicron (BA.4)",18868,1.68064723967913e-08,3.9985741027474e-08,NA,-6.15641399122035e-08,9.5177084705786e-08,2021-08-29
"Omicron (BA.5)",18868,7.04287972552729e-22,3.92514879683851e-21,NA,-6.98886230321147e-21,8.39743824831692e-21,2021-08-29
"Omicron (BA.1)",18875,8.56332174336615e-14,8.21500342904733e-14,NA,-7.53778911043965e-14,2.46644325971719e-13,2021-09-05
"Other",18875,0.0445102919014206,0.00139850113229172,NA,0.0417692800497904,0.0472513037530509,2021-09-05
"Alpha",18875,1.569512576058e-05,5.05352544173808e-06,NA,5.79039789981646e-06,2.55998536213435e-05,2021-09-05
"Beta",18875,5.98684295485666e-08,2.12288617914321e-07,NA,-3.56209615891288e-07,4.75946474988421e-07,2021-09-05
"Gamma",18875,4.7688820623016e-05,2.69249190528199e-05,NA,-5.08305100716731e-06,0.000100460692253199,2021-09-05
"Delta",18875,0.955426247902705,0.00139815682036197,NA,0.952685910890057,0.958166584915354,2021-09-05
"Omicron (BA.2)",18875,5.85586079811394e-24,1.12084859329888e-23,NA,-1.61123679517679e-23,2.78240895479957e-23,2021-09-05
"Omicron (BA.3)",18875,1.23105100490873e-17,1.38068298412259e-16,NA,-2.58298382245669e-16,2.82919402343843e-16,2021-09-05
"Omicron (BA.1.1, with S:R346K)",18875,4.39933280014618e-19,5.09955082681247e-19,NA,-5.59560315773772e-19,1.43942687580301e-18,2021-09-05
"Omicron (BA.4)",18875,1.63809751207953e-08,3.82631726815917e-08,NA,-5.86134652693612e-08,9.13754155109519e-08,2021-09-05
"Omicron (BA.5)",18875,4.38982113417985e-21,2.44671674111721e-20,NA,-4.35649457954296e-20,5.23445880637893e-20,2021-09-05
"Omicron (BA.1)",18882,1.36186297533787e-12,1.15918068052308e-12,NA,-9.10089410061983e-13,3.63381536073773e-12,2021-09-12
"Other",18882,0.0415877810249039,0.00134272296737558,NA,0.038956092367633,0.0442194696821747,2021-09-12
"Alpha",18882,3.11820953583794e-06,1.20906160680608e-06,NA,7.48492331407884e-07,5.48792674026799e-06,2021-09-12
"Beta",18882,1.55539737886203e-08,6.42979004864569e-08,NA,-1.10467595446376e-07,1.41575543023616e-07,2021-09-12
"Gamma",18882,1.92545356146034e-05,1.31292075401348e-05,NA,-6.47823830961259e-06,4.49873095388193e-05,2021-09-12
"Delta",18882,0.958389814201056,0.00134249269044054,NA,0.955758576878285,0.961021051523828,2021-09-12
"Omicron (BA.2)",18882,3.71920622029846e-22,6.44982986311876e-22,NA,-8.92222801782521e-22,1.63606404584221e-21,2021-09-12
"Omicron (BA.3)",18882,1.83004667364176e-16,1.86703290281016e-15,NA,-3.47631258009502e-15,3.84232191482337e-15,2021-09-12
"Omicron (BA.1.1, with S:R346K)",18882,1.91509208646834e-17,1.98068206391944e-17,NA,-1.96697342363822e-17,5.79715759657489e-17,2021-09-12
"Omicron (BA.4)",18882,1.64735536365609e-08,3.78129969428747e-08,NA,-5.76385585189966e-08,9.05856657921183e-08,2021-09-12
"Omicron (BA.5)",18882,2.72719094241608e-20,1.51834585687912e-19,NA,-2.70318410131708e-19,3.2486222898003e-19,2021-09-12
"Omicron (BA.1)",18889,2.01221255990168e-11,1.50448664693364e-11,NA,-9.36527083309681e-12,4.96095220311304e-11,2021-09-19
"Other",18889,0.0394777427530129,0.00131604638679976,NA,0.0368983392329013,0.0420571462731245,2021-09-19
"Alpha",18889,5.48849716442087e-07,2.53347703783194e-07,NA,5.22973414611038e-08,1.04540209142307e-06,2021-09-19
"Beta",18889,3.83008862546354e-09,1.83185134350297e-08,NA,-3.20735379575079e-08,3.9733715208435e-08,2021-09-19
"Gamma",18889,7.56334859077018e-06,6.16078731561451e-06,NA,-4.51157266424544e-06,1.96382698457858e-05,2021-09-19
"Delta",18889,0.960514124037229,0.00131591985061865,NA,0.957934968523475,0.963093279550983,2021-09-19
"Omicron (BA.2)",18889,2.13106166131966e-20,3.32667889938469e-20,NA,-4.38910916960367e-20,8.65123249224299e-20,2021-09-19
"Omicron (BA.3)",18889,2.56026231580311e-15,2.36134095557015e-14,NA,-4.37211699655659e-14,4.88416945971721e-14,2021-09-19
"Omicron (BA.1.1, with S:R346K)",18889,7.53558596523028e-16,6.89137396847098e-16,NA,-5.9712588169697e-16,2.10424307474303e-15,2021-09-19
"Omicron (BA.4)",18889,1.71612365410081e-08,3.87384385258666e-08,NA,-5.87647077870094e-08,9.30871808690256e-08,2021-09-19
"Omicron (BA.5)",18889,1.68294405534278e-19,9.34677892892827e-19,NA,-1.66364060168145e-18,2.00022941275e-18,2021-09-19
"Omicron (BA.1)",18896,2.72898232048473e-10,1.77215170788355e-10,NA,-7.44371202108175e-11,6.20233584307764e-10,2021-09-26
"Other",18896,0.0380609382140367,0.00131049828932163,NA,0.0354924087651649,0.0406294676629084,2021-09-26
"Alpha",18896,8.51089899737791e-08,4.62933211018891e-08,NA,-5.6242521106716e-09,1.7584223205823e-07,2021-09-26
"Beta",18896,8.92568803186484e-10,4.9052410638821e-09,NA,-8.72152701750936e-09,1.05066646238823e-08,2021-09-26
"Gamma",18896,2.89067119345921e-06,2.78493278184603e-06,NA,-2.56769675832395e-06,8.34903914524236e-06,2021-09-26
"Delta",18896,0.961936066248709,0.00131043473981402,NA,0.959367661354583,0.964504471142834,2021-09-26
"Omicron (BA.2)",18896,1.08641688485793e-18,1.51598430013668e-18,NA,-1.88485774453812e-18,4.05769151425397e-18,2021-09-26
"Omicron (BA.3)",18896,3.3347581414395e-14,2.76199720424373e-13,NA,-5.07993923157407e-13,5.74689085986197e-13,2021-09-26
"Omicron (BA.1.1, with S:R346K)",18896,2.63739937949459e-14,2.11140349899309e-14,NA,-1.50087543536372e-14,6.77567419435289e-14,2021-09-26
"Omicron (BA.4)",18896,1.85915443534095e-08,4.12931041676213e-08,NA,-6.2341452624989e-08,9.95245413318081e-08,2021-09-26
"Omicron (BA.5)",18896,1.0279728848359e-18,5.68666730894716e-18,NA,-1.01176902327618e-17,1.21736360024336e-17,2021-09-26
"Omicron (BA.1)",18903,3.35604595554608e-09,1.86874402483588e-09,NA,-3.06625029456674e-10,7.01871694054883e-09,2021-10-03
"Other",18903,0.0372548199780129,0.00131987960379823,NA,0.0346679034906393,0.0398417364653864,2021-10-03
"Alpha",18903,1.15614664009975e-08,7.34306226105808e-09,NA,-2.83067116691163e-09,2.59536039689065e-08,2021-10-03
"Beta",18903,1.9654300495853e-10,1.23337521445882e-09,NA,-2.22082799480513e-09,2.61391400472219e-09,2021-10-03
"Gamma",18903,1.07497989591166e-06,1.21393307394279e-06,NA,-1.30428520865822e-06,3.45424500048153e-06,2021-10-03
"Delta",18903,0.962744068900782,0.00131984938731763,NA,0.960157211636623,0.965330926164942,2021-10-03
"Omicron (BA.2)",18903,4.85956049261334e-17,6.01637731539619e-17,NA,-6.93232236296698e-17,1.66514433481937e-16,2021-10-03
"Omicron (BA.3)",18903,4.0003442055965e-13,2.95405209489672e-12,NA,-5.38980129389301e-12,6.18987013501232e-12,2021-10-03
"Omicron (BA.1.1, with S:R346K)",18903,8.07886319170922e-13,5.59880767918295e-13,NA,-2.89459821585565e-13,1.90523245992741e-12,2021-10-03
"Omicron (BA.4)",18903,2.10260454055363e-08,4.59615406628709e-08,NA,-6.9056918967664e-08,1.11109009778737e-07,2021-10-03
"Omicron (BA.5)",18903,6.19298452606266e-18,3.40667176830073e-17,NA,-6.05765552041255e-17,7.29625242562508e-17,2021-10-03
"Omicron (BA.1)",18910,3.69703238818921e-08,1.7396942297488e-08,NA,2.87294353769411e-09,7.10677042260901e-08,2021-10-10
"Other",18910,0.0370066513533722,0.00133942220715727,NA,0.0343814320672508,0.0396318706394935,2021-10-10
"Alpha",18910,1.3680143468543e-09,1.00632035597976e-09,NA,-6.04337307775561e-10,3.34036600148416e-09,2021-10-10
"Beta",18910,4.08279460265962e-11,2.90891891676919e-10,NA,-5.29309685054892e-10,6.10965577108084e-10,2021-10-10
"Gamma",18910,3.88969312213223e-07,5.10673948562623e-07,NA,-6.11933234812377e-07,1.38987185923882e-06,2021-10-10
"Delta",18910,0.962992896353543,0.00133940738972866,NA,0.960367706109048,0.965618086598038,2021-10-10
"Omicron (BA.2)",18910,1.88073111757625e-15,2.04957972350904e-15,NA,-2.13637132394503e-15,5.89783355909752e-15,2021-10-10
"Omicron (BA.3)",18910,4.37181157698831e-12,2.85625525368051e-11,NA,-5.16097627016828e-11,6.03533858556595e-11,2021-10-10
"Omicron (BA.1.1, with S:R346K)",18910,2.1311215303526e-11,1.26268008111213e-11,NA,-3.43685952623281e-12,4.60592901332848e-11,2021-10-10
"Omicron (BA.4)",18910,2.49189212995214e-08,5.36047235301667e-08,NA,-8.01444062208322e-08,1.29982248819875e-07,2021-10-10
"Omicron (BA.5)",18910,3.6665421114198e-17,2.00184091287418e-16,NA,-3.5568818808702e-16,4.29019030315416e-16,2021-10-10
"Omicron (BA.1)",18917,3.60381203057449e-07,1.40958315076276e-07,NA,8.41079821864998e-08,6.36654423928399e-07,2021-10-17
"Other",18917,0.0372886755412391,0.00136550023727159,NA,0.0346123442553059,0.0399650068271723,2021-10-17
"Alpha",18917,1.40191011896086e-10,1.18567906321485e-10,NA,-9.21978142163434e-11,3.72579838008515e-10,2021-10-17
"Beta",18917,7.98784334691512e-12,6.42782661862899e-11,NA,-1.17995243366892e-10,1.33970930060722e-10,2021-10-17
"Gamma",18917,1.36938812267104e-07,2.07479875632551e-07,NA,-2.69714271489546e-07,5.43591896023754e-07,2021-10-17
"Delta",18917,0.962710795406033,0.00136548567419508,NA,0.960034492663206,0.965387098148861,2021-10-17
"Omicron (BA.2)",18917,6.21015359709287e-14,5.90803891114321e-14,NA,-5.36938988800905e-14,1.77896970821948e-13,2021-10-17
"Omicron (BA.3)",18917,4.30547187000374e-11,2.46840300524704e-10,NA,-4.40743380261425e-10,5.268528176615e-10,2021-10-17
"Omicron (BA.1.1, with S:R346K)",18917,4.76327342218045e-10,2.37976087718058e-10,NA,9.90278110890707e-12,9.42751903327183e-10,2021-10-17
